Customer,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
EG21289,58419,191,29,6,0,1
YI85251,50407,92,30,67,0,2
RD61361,0,84,0,76,0,4
PG26401,77603,114,10,83,0,8
NV91476,75606,119,6,97,0,7
SJ16410,41458,98,6,67,0,3
BI17208,0,74,6,61,0,1
WR70403,0,82,13,87,0,7
ZZ22858,70619,187,2,84,0,3
EZ75048,41273,77,16,19,0,1
CN31328,46946,70,10,37,0,9
ZP91150,0,113,10,97,0,9
LC77957,99180,106,15,20,0,3
PT34656,55350,67,0,13,0,9
MI99404,28215,65,15,26,0,3
AI58313,75425,116,25,88,1,2
VA60020,63583,83,15,8,0,1
TW53467,0,66,27,28,0,3
IC11062,37995,139,16,50,0,1
OO11531,37125,63,29,78,0,1
JV80614,53357,73,4,77,0,1
IC70693,70140,199,25,15,0,7
JY45326,52380,186,27,76,2,1
QW17940,79292,67,18,58,0,1
AV25133,0,92,31,24,1,1
QJ57215,0,123,14,97,0,1
IG94072,75425,123,3,49,0,6
WC28543,20992,64,21,73,0,1
DH13219,57428,85,34,40,1,1
ET80689,92606,109,26,75,0,3
JD10245,86001,109,4,27,1,1
XO96556,79751,63,15,67,0,1
UJ61336,68654,71,32,21,2,9
XS94482,0,61,7,71,3,9
QX57337,92629,72,22,1,3,1
CZ35936,54094,112,9,51,0,4
IM41800,95419,70,6,61,3,2
GI70742,66466,71,20,35,0,2
HQ32112,68131,130,22,27,0,1
CC85895,56481,106,7,17,0,3
CF40646,70082,119,17,23,0,1
RF39856,51437,115,35,30,0,2
VT85216,0,73,6,97,0,9
SW69117,27972,90,13,7,0,8
EI58852,24930,76,7,16,0,2
FN61865,26245,110,6,43,0,1
LI11560,57883,69,4,0,0,9
NY12562,0,64,20,4,0,1
GE46404,58828,68,13,98,0,1
PP26786,51906,73,29,78,0,1
BE55425,28095,82,18,2,0,8
SH75038,88723,74,12,94,0,8
LD22387,53078,79,29,81,2,8
FF94034,88895,106,0,87,0,8
YK16362,60078,127,23,60,0,3
DN10177,0,67,26,4,0,3
IV35546,45820,71,4,89,0,8
SK12432,0,73,12,84,0,1
DF71709,12439,115,22,78,0,2
UT61518,25998,71,16,38,0,2
PU75847,98451,62,19,57,0,3
XA47378,23803,72,11,90,0,1
NE22677,0,124,12,58,0,2
HV62406,26100,67,6,29,0,1
VS20668,0,73,8,63,0,1
YZ79232,0,67,10,38,0,9
ND87457,65252,78,27,75,0,9
TY59231,48567,130,12,15,0,1
DA54619,34337,113,20,44,0,9
OL27257,20394,115,28,84,0,1
TH86528,0,76,20,17,0,6
DS34823,0,61,17,1,1,7
HB24005,31617,62,17,29,1,1
ZV96574,0,62,31,30,1,2
JC80093,21104,66,34,74,0,1
KN24990,37748,181,21,22,2,2
RR39751,0,96,19,30,0,1
BN80677,25023,82,31,38,0,2
WL74893,0,62,22,57,0,9
ZN59196,14108,109,27,88,0,1
PF77449,23923,82,29,61,1,2
HO38996,0,67,1,19,0,1
YU86361,22705,239,19,59,0,7
PJ13204,0,89,10,83,0,1
SP63623,0,69,31,89,0,5
DP33625,50825,102,3,46,0,3
BJ18904,14616,106,16,23,0,1
TR26615,0,69,5,74,0,1
ZD44648,29504,125,16,29,0,9
QW60568,58789,111,4,69,0,3
XS78545,29491,61,26,62,0,2
EU19773,78077,107,11,47,2,6
ZL45417,0,96,2,53,0,1
JS58659,76558,74,2,45,0,2
XK84089,78618,66,7,56,0,1
LH91968,82664,114,24,10,3,9
NX63627,23053,132,5,97,0,8
ND62955,50250,117,3,93,0,1
YQ11786,32169,199,0,74,0,1
TM13955,0,80,28,97,0,1
IA91291,99069,66,7,28,0,2
RO89785,20978,98,19,96,1,1
QW40898,17576,71,29,70,0,1
ZD40816,42297,71,29,62,0,1
PD82395,0,115,0,3,0,3
NW23827,0,63,21,23,0,7
GG61186,0,110,22,72,0,9
TB31268,48990,74,3,20,0,2
SX98462,16916,64,31,31,0,2
OL82456,18375,103,8,50,0,1
DN14211,17150,65,28,19,0,2
ZG12619,23815,73,4,47,0,2
VH31071,21947,118,30,76,0,9
SP36555,0,97,4,11,0,4
ME83611,89451,63,11,2,0,1
PH85036,79325,68,4,31,0,4
PE54870,88454,101,8,89,0,1
DT52189,0,87,2,41,0,3
XN48526,20943,69,0,86,0,1
KW52227,51972,66,19,22,0,2
JC98569,54408,79,29,17,0,4
BG48083,23751,82,4,9,1,7
PD19551,37612,64,0,32,0,1
BJ13380,91603,69,4,92,2,3
HY25004,0,62,12,53,0,3
WF50693,16450,128,6,81,0,1
MA45099,50864,83,18,86,1,4
ZC69696,74560,110,31,20,0,2
VO43359,62488,62,35,47,2,1
OM63954,55837,117,16,35,0,9
GV71044,0,66,12,71,0,1
TM79451,97742,67,33,57,0,5
PA84292,0,69,13,75,0,1
QX67584,64125,108,3,44,0,3
JK90180,0,62,22,39,0,6
BH35482,70412,61,27,12,0,3
VU84949,0,70,13,8,0,3
SF46129,66267,111,23,95,0,3
OH35544,0,82,14,23,0,6
ZF82387,40882,89,6,17,0,2
MD40054,34498,83,30,72,0,7
LE96510,0,74,0,52,0,1
MC11907,23228,64,4,0,1,6
DA57177,40864,109,16,70,1,1
SU77646,46133,73,7,78,0,5
YZ19736,46900,66,13,59,0,1
JZ69749,0,92,1,17,0,6
BJ22117,53390,64,13,41,0,5
UQ60825,99185,115,8,19,0,3
ZZ89380,62815,80,14,84,0,1
LU87443,26277,61,17,30,0,4
DG33206,41854,110,17,44,0,8
AB98823,0,86,4,56,0,8
MS34991,66627,85,32,55,0,8
EE53627,12131,64,32,60,1,1
XY39691,0,110,4,61,0,1
ZU96776,0,90,4,18,0,5
FF84784,33317,72,18,31,1,3
QT90140,68931,66,32,30,0,7
TO71844,0,67,6,60,1,1
HV69023,19189,108,21,9,0,3
RE32481,49390,195,31,15,0,1
CA79988,33124,67,35,7,0,1
DO48071,40516,70,21,31,0,1
MW48891,0,112,12,93,0,3
JC37277,34615,87,6,73,0,7
YU80673,29894,72,9,69,4,3
BV69462,0,79,32,2,0,3
DW86238,0,84,32,96,0,4
BQ51616,86732,180,0,95,0,1
XX89213,68516,216,17,0,0,1
JC96695,31562,115,14,6,0,3
RN55306,0,74,33,92,0,4
WH36609,24477,79,15,32,0,3
UO43395,0,100,31,80,0,1
DS32060,20046,87,15,59,0,3
LK51056,78152,114,18,35,0,1
PX71218,0,65,7,47,0,2
NS19456,36067,117,30,78,0,3
MR60878,44362,66,15,75,0,2
MB32944,77350,66,11,4,0,1
FE70473,86641,71,17,79,0,6
XB64251,72258,105,8,50,0,4
WI38796,70737,114,25,12,0,4
KS12294,0,159,19,75,0,2
US89453,0,125,7,99,0,3
XK39439,0,81,10,80,3,3
VJ71087,17672,110,28,16,0,1
FM54600,0,173,24,21,0,2
UV43859,47297,115,10,46,4,4
JP28293,57240,83,18,79,0,7
UV48189,28181,109,32,41,0,3
ZA34848,31275,66,26,0,0,3
FA57012,0,182,24,45,0,1
GU82757,63774,111,18,63,0,1
KW12214,78441,103,6,73,0,2
EG97649,0,104,19,65,2,1
YB42706,0,76,0,91,0,2
WV74449,0,117,0,65,0,4
AZ77669,91423,109,3,71,1,5
FM25704,86933,63,3,64,0,1
UR34922,65255,72,3,65,2,3
RA17555,41533,65,2,46,0,9
AW71157,50097,71,25,81,0,5
IN91592,73858,72,8,59,3,1
WX37953,94943,69,3,22,0,1
NL85206,72685,68,20,97,5,1
PR23514,60184,199,7,44,1,1
XZ23352,0,106,29,38,0,1
MX80067,74045,64,23,83,0,1
HR10835,52564,122,33,28,0,2
FR15942,19098,87,35,3,0,1
GX22886,78784,80,33,72,0,1
HQ70429,0,65,10,10,0,2
YT84266,29256,63,33,41,0,5
GH48715,77912,71,2,21,1,3
BN46866,45345,72,28,86,0,3
CG94611,25630,86,8,63,0,1
GK94889,22280,68,10,48,0,3
QN62538,0,69,31,25,0,7
UQ13133,61567,65,35,78,0,1
DI65961,34644,66,7,36,0,2
WQ85760,26991,119,34,65,0,1
No35621,49746,61,5,88,0,1
IA11644,0,72,8,61,1,2
TV53243,49625,66,29,9,0,1
WV53081,49308,65,7,97,0,1
LL57541,63624,95,10,5,0,5
RP27249,80358,116,19,2,0,1
OT85112,38460,88,15,1,1,1
GV47847,0,64,22,22,0,4
BB48165,0,101,10,48,0,2
HH80006,0,92,3,9,0,1
TH70115,34835,89,1,45,2,9
WE64781,93836,139,1,19,0,2
KN27565,34075,196,8,87,0,1
LE85123,35624,66,6,55,2,2
QF76244,83218,72,6,42,0,1
PU73561,24641,105,12,82,0,1
HM38744,22828,106,11,54,0,2
ST59524,0,71,22,25,0,1
EZ77297,28729,90,26,19,3,1
DR84843,72731,65,10,7,0,1
MV54498,59932,71,16,77,1,3
EM85557,54292,67,4,26,0,2
FY73682,0,194,0,22,0,2
XT54610,0,63,22,7,3,1
CE16324,59414,91,23,21,0,3
KX75698,96587,138,31,99,0,1
UV82770,0,111,15,12,0,2
MX95450,0,133,0,59,0,2
XF96605,94362,74,21,96,0,1
WQ75856,84488,61,33,71,0,2
JG35886,65085,103,20,55,0,1
XY66810,0,72,35,86,0,2
ON50913,0,69,32,21,0,2
LS59408,0,67,4,44,0,1
XQ14689,0,62,1,73,0,3
QF55724,60798,66,21,57,0,1
FD79560,30761,69,16,16,2,2
KM18818,25981,65,33,38,0,1
XA28126,67739,149,4,76,0,2
LJ93770,25581,105,9,21,0,1
MK52711,99759,65,12,25,3,2
AZ68184,76514,112,19,0,0,3
NN52789,18375,103,8,50,0,1
XC68458,21832,84,29,39,0,3
AF49027,0,117,25,43,0,2
PR22184,95330,113,1,1,0,3
GM98732,0,106,21,25,0,9
NP66209,0,68,31,69,2,2
GA46608,25899,63,20,36,0,1
FZ79470,0,74,13,30,0,4
KR10942,33201,66,9,56,0,1
AW86033,18287,61,6,56,4,1
LM79063,76506,89,35,65,0,8
NB30963,41859,76,18,58,0,5
AO40386,27504,91,26,45,0,2
BN74259,45360,73,16,71,0,1
XV69290,49078,97,10,3,0,2
RE97741,0,90,16,66,2,6
HN69035,91810,71,27,43,0,1
SI48717,70600,122,26,5,1,2
PJ67250,33554,131,25,36,0,1
SH85263,77642,64,20,14,0,2
WV37081,25963,66,11,35,0,9
No61408,57452,136,25,10,1,1
DE91458,0,77,15,89,0,1
EP83939,91416,69,4,39,0,5
IU17657,22000,69,27,36,0,1
EO95166,41167,118,16,4,0,1
KX79225,0,70,18,23,0,2
EZ60033,0,86,8,37,0,1
KK58047,53944,71,13,20,0,2
JW62354,75648,108,28,10,0,1
TT18939,29414,64,2,32,0,3
IJ21010,48567,130,12,15,0,1
PZ31902,69276,74,14,22,2,8
WD88540,0,96,6,60,0,1
IL67915,50117,107,13,98,0,4
VQ76590,22828,106,11,54,0,2
FJ60600,0,96,0,38,0,3
MP53132,0,136,7,34,0,3
XP96549,20868,112,14,11,0,1
VC34797,40921,62,0,50,2,1
QV30663,99654,121,13,95,0,3
AK90865,0,110,16,17,0,5
BX51438,56218,72,17,74,2,1
DU38713,70717,72,20,89,0,5
WQ13284,62989,71,3,18,1,2
JB36584,41459,71,8,4,0,2
WQ23548,0,102,20,7,1,2
WZ98067,42512,105,15,72,1,1
AQ11656,0,61,5,90,0,1
KL14426,83288,124,18,70,0,1
PG48617,46267,72,4,73,0,1
QB24570,0,122,15,47,0,9
NI68379,74424,81,26,74,0,9
RS92763,0,72,15,70,0,2
PA75237,58883,62,1,47,0,2
LR35392,41539,116,11,35,0,3
KC22636,33881,68,11,83,0,9
IJ98317,86448,90,25,79,0,6
DY49235,25237,69,23,52,0,9
EG94409,0,67,10,75,0,7
GB59748,49419,77,3,34,0,4
MP68135,90414,83,7,49,1,6
CZ56843,39930,86,22,64,1,2
DJ47372,23202,96,29,59,0,2
XZ51937,79487,114,20,87,0,1
IZ27630,68423,85,14,81,0,7
IM14119,84495,63,15,61,0,1
PN53766,43091,69,2,36,1,6
DQ93036,41951,91,30,56,0,7
WA70405,89834,105,17,14,0,3
NF51705,92157,69,19,33,0,1
LR37068,35773,93,25,89,0,2
EC18611,0,99,16,20,0,1
NP88319,15850,61,28,14,0,2
AA11235,11167,73,0,99,3,1
DL55489,21195,72,23,10,0,9
UU53919,27430,68,25,12,0,4
JI11950,0,63,21,78,0,7
QB82117,0,119,9,8,0,3
MR33456,59839,107,8,52,2,8
YN17362,0,73,13,33,0,1
UR73910,38166,67,25,5,1,1
KG63751,0,95,14,78,0,9
NK39001,13457,94,31,28,0,1
HR85493,0,68,10,53,0,2
QC50643,52721,136,34,29,0,1
LO90345,22012,185,5,69,0,5
WK64739,19864,63,22,96,0,1
QK88438,55289,67,10,71,0,3
QX42433,30449,92,23,47,0,3
BH52611,27362,144,23,28,0,8
SA77508,29460,72,3,18,0,5
HD99234,0,94,23,34,0,2
DE37110,42532,118,13,32,0,1
DJ93289,66707,61,19,24,0,8
AC40767,68041,64,10,47,0,1
GA79817,0,65,8,91,0,1
QH62059,0,64,26,11,1,7
ZS35053,40968,97,29,53,1,1
II37804,39913,106,16,61,0,1
GE63585,31710,62,5,29,0,1
UV86903,0,73,35,52,3,5
JL71713,89113,78,18,68,0,8
DO60145,0,122,27,2,0,1
FC59209,0,67,30,13,0,1
XQ74827,38688,249,22,6,0,3
EY13576,0,110,19,87,4,3
US82810,0,127,18,97,0,2
RC61383,28014,104,14,37,0,2
PO80505,14170,109,9,10,0,1
MD17521,64825,129,1,78,0,4
YV93921,77357,67,24,38,0,8
JP64518,21629,62,19,54,0,1
OI98135,25927,103,6,20,0,1
XS97845,44388,113,10,74,1,1
DL20327,54539,63,5,74,0,2
GD86131,17576,71,29,70,0,1
ID21061,84629,90,19,17,0,5
EN65835,24964,185,0,84,0,2
BE65350,43573,66,30,64,0,5
GI82721,0,69,24,99,0,2
YR84813,0,105,7,91,0,2
JZ28301,35011,70,7,91,0,8
HL40930,63651,92,19,10,0,3
HL33607,83846,74,22,94,3,2
WU21638,0,191,2,70,0,1
AG32304,39133,67,25,26,0,3
JX26859,31278,92,24,95,4,1
KC75958,0,63,4,52,0,2
ZV32968,44788,61,6,48,0,2
GU45597,0,117,26,33,0,2
SO95845,62447,74,9,2,0,7
GL32197,31475,64,6,3,1,3
SC11374,80780,109,26,11,0,3
RT29777,88613,111,5,59,0,1
OB73235,45949,62,0,70,0,1
MV41462,35596,64,11,92,0,3
FM67585,76875,73,21,4,0,9
KG57925,41842,61,1,14,0,1
IY24560,28884,72,27,9,1,3
BV33510,24631,83,25,87,1,2
XA77673,0,74,24,54,2,2
XN90861,71560,69,14,46,0,5
WS84995,0,80,8,71,0,2
ZZ49347,72421,65,8,23,0,1
XX85323,54702,199,5,42,0,1
JO64487,0,76,4,43,5,2
TO55363,57335,67,22,18,0,2
UE67791,0,67,9,20,3,2
JN69287,35033,87,26,53,0,1
AT55072,65733,113,13,6,0,3
LV34368,0,69,30,44,0,3
QU40939,0,88,3,64,0,2
IP94270,16181,181,22,79,0,8
KW33804,86180,69,11,43,4,2
IA42992,36881,104,5,25,0,3
CZ19025,47888,64,23,16,1,1
EN54716,21986,63,1,9,0,1
UF27940,47199,100,3,65,3,1
QD36118,0,69,30,69,0,9
XI52305,86305,62,1,99,0,5
HZ25580,39062,61,2,20,0,1
JY97451,16976,69,23,54,0,1
US78266,0,65,29,35,2,2
SX25962,83283,193,11,46,1,3
XQ12791,41972,86,20,23,0,1
EU59853,34080,107,11,48,1,1
QR21417,0,73,35,52,3,5
CI27304,40269,81,0,71,2,2
WJ52097,61894,91,3,21,0,1
FT65961,23300,63,3,35,1,4
DP87594,66023,70,11,94,0,1
KP96020,39660,107,3,46,0,1
HQ15974,0,76,4,51,1,2
VE98553,60466,117,14,3,0,1
ME44353,32848,74,2,59,0,5
AE62631,20662,72,10,99,0,2
GX29162,64985,108,23,94,0,2
LY69932,68022,103,3,26,0,3
YY74036,72834,65,12,81,3,1
DP92488,74592,67,9,30,0,1
FO74055,73938,76,34,48,0,1
GT97121,15999,83,2,43,0,2
VF83291,0,69,12,89,0,8
OU76593,0,96,11,55,0,5
HO40387,0,72,0,93,3,1
GR37045,0,80,9,96,0,1
KZ84621,62375,103,35,71,1,3
FR82361,61427,88,24,12,0,2
UM14883,64396,103,2,46,0,2
UX32931,49312,65,30,55,1,4
QA68548,0,61,35,71,0,2
QV40364,28513,100,4,22,1,2
TY87896,0,108,23,55,0,2
CV75841,97321,110,35,46,0,1
YO62357,58839,65,4,65,3,2
YN19139,0,72,4,14,0,1
PE63707,88567,67,9,89,0,9
NS74173,91646,74,12,10,0,1
ZI73222,0,211,31,52,0,5
AC24378,48552,94,5,54,0,9
XR71687,31485,118,17,79,0,6
GJ70481,0,64,6,47,0,8
JI94264,16511,135,35,4,0,5
YI95434,51020,73,16,88,0,1
RL34830,43838,97,11,37,0,7
CA96568,0,133,11,30,0,7
UO16539,22454,110,5,75,2,3
NP18074,57933,105,10,64,0,1
TW45475,0,124,7,2,3,6
CM66204,26335,113,32,7,1,2
DX80961,85322,134,32,55,0,2
JZ15681,37843,92,2,17,0,1
ZZ31825,0,67,11,26,0,1
TF77410,74730,61,18,84,0,6
HI16452,0,94,27,52,1,1
CW98845,0,64,2,80,0,1
NI99807,28432,118,1,59,0,2
QL45827,71210,214,8,89,1,2
GU60969,19581,67,2,94,0,1
FS67103,0,80,12,14,0,1
FQ24929,56005,68,31,30,1,3
YA12007,0,80,10,11,0,2
EW46828,23671,69,32,45,0,2
YP67379,22244,84,6,59,0,9
KH16079,0,66,17,29,0,3
SJ87277,75329,67,15,17,0,1
DW14769,0,108,2,55,1,1
CN13435,44369,68,13,22,0,8
KO95143,37910,108,7,9,0,7
GT66241,0,71,25,30,0,1
PP97061,40864,109,16,70,1,1
KP97208,94846,73,15,68,0,7
SB24397,96306,95,12,17,1,6
EM32982,53519,111,7,37,0,1
LB97434,50648,69,27,50,1,9
RR37715,64692,70,17,80,0,2
TC81636,0,100,9,75,0,2
IC55961,0,187,22,97,1,2
HR48520,0,109,2,86,0,1
VI42566,49311,74,25,85,0,3
NU84299,71126,71,11,72,0,1
RT63209,74284,74,27,5,0,3
AM52614,41402,119,26,26,4,1
UO40192,79619,71,3,34,3,6
SD67101,25147,101,7,54,0,1
EW35231,56379,125,0,59,1,8
CT18212,0,96,35,27,0,6
YL91587,48911,61,15,6,0,1
HS14476,29723,80,8,79,0,2
DA28072,21841,91,33,47,0,7
JO98946,31796,68,27,16,0,1
BA26944,0,105,0,16,0,4
AR47849,48567,130,12,15,0,1
FO82261,66161,118,19,86,0,1
QO56662,79751,63,15,67,0,1
UF74084,39469,71,1,29,0,4
OX75108,44305,67,33,39,0,9
QG25195,0,68,4,17,0,9
HT50748,38893,69,12,60,0,1
HC42288,39187,118,32,43,1,1
TC69546,70341,179,11,43,0,3
GJ63345,0,64,9,95,0,1
RK45396,0,73,11,95,0,3
YA71207,30090,73,10,3,0,2
FK95213,49673,232,27,57,0,7
MC53402,0,66,31,14,0,1
VU18023,0,70,29,93,0,2
VN37592,50332,72,2,11,0,1
KL58949,70190,71,20,22,0,3
KU14261,38179,90,12,91,1,3
RL97327,0,115,18,30,1,1
TO60700,25859,74,0,44,0,2
CR33417,36529,118,6,41,0,1
ZK90062,67588,118,0,58,0,2
JP44710,0,121,30,85,0,1
RR93140,81565,71,19,54,0,1
HW56522,35322,244,4,33,0,5
LR27773,43671,67,6,67,0,3
CT88432,58682,61,24,34,0,4
OK86731,44230,114,2,45,0,1
GB75821,40269,193,32,27,0,3
KL48832,31756,66,34,44,0,8
CA54112,47725,63,10,66,0,2
VC43751,38684,74,1,22,0,6
BC87551,36301,118,11,85,0,2
TD58354,0,67,18,44,0,3
XM19715,22268,67,12,70,0,8
KH19280,50037,81,24,91,0,6
GE50763,0,104,30,88,0,1
VW63894,75740,98,8,42,0,3
YX36936,39621,109,4,23,1,1
AF49625,75838,90,6,64,0,6
QN30162,11885,101,18,39,0,2
UI21548,29444,63,5,84,0,1
IN52645,64371,181,4,50,0,1
CQ76030,26514,91,16,58,0,3
BW94308,92766,71,17,15,0,2
PP39078,31504,71,8,27,0,3
LM86393,98680,72,27,38,2,1
NB81923,0,113,12,66,2,7
SZ61347,76927,138,2,46,0,1
VM53683,78804,71,35,93,0,2
BA38428,73168,70,21,50,0,3
FX80133,48569,114,0,14,0,1
MT41386,84768,72,6,31,0,1
KV53202,0,86,7,31,0,1
DB79694,57693,76,16,56,0,3
VY75186,0,65,18,48,0,1
IR57729,46593,70,3,81,0,2
FG16885,0,146,7,50,0,2
NW21079,67163,61,17,41,2,5
FR81224,89205,68,28,86,0,6
YK92213,0,138,23,76,0,1
JV99867,65448,94,28,66,0,2
TN66124,77627,88,14,38,0,2
NT78297,37695,96,17,3,0,3
KG49115,89411,78,14,99,0,4
WC77067,0,114,27,39,0,4
DW62397,10337,67,16,56,0,2
GK67747,10621,67,28,22,0,5
QM39493,16711,91,29,50,1,1
JD11661,0,106,0,44,0,7
PT73521,42968,69,15,85,0,1
TC99043,16181,181,22,79,0,8
PY50779,85412,88,33,92,0,3
FK97285,75774,92,30,55,1,1
JG12505,26599,101,24,83,0,1
FX65946,34847,73,26,24,0,7
OU88023,0,115,13,43,0,4
XN32623,85896,70,28,27,0,3
EV78251,0,66,8,11,0,2
HC80108,43775,70,3,42,0,1
LG45661,0,67,11,6,0,2
ZJ22132,42056,78,21,2,0,1
LG53863,13093,100,30,73,0,1
KR87696,98278,85,26,60,0,1
LN44535,44605,91,3,45,0,7
FU63281,32365,67,28,78,0,3
KV17007,82255,71,29,59,0,5
GR42174,0,62,11,48,0,1
SR71812,0,88,3,99,0,6
CA29908,65903,66,4,98,0,2
OB98149,11417,63,25,57,0,6
FX30915,0,96,15,73,0,2
OC39051,0,67,20,29,2,2
LW80918,69704,72,25,92,0,2
EC94366,20101,96,28,44,0,1
PI92163,24383,69,4,78,2,4
LZ68649,22139,100,34,31,0,2
IB39821,88708,112,6,71,0,9
WI75766,11828,90,18,84,0,2
DR27120,0,80,2,49,1,1
UQ67668,73168,70,21,50,0,3
PR64751,0,71,10,22,0,1
CL79250,0,182,8,70,0,2
ZR72236,76646,65,3,30,0,9
SG52649,19683,117,17,41,1,9
SG96896,0,71,16,30,1,2
QJ50723,0,124,13,70,0,2
NU64028,35693,103,8,63,0,2
PM63319,0,65,7,67,0,7
YG46815,0,136,13,28,0,4
XF94149,24123,104,7,61,0,1
ME99882,85654,116,5,55,0,4
YZ67161,0,125,6,61,0,2
WA45944,71210,214,8,89,1,2
UM53032,84822,76,5,13,0,5
LW43115,36650,69,2,70,1,1
YK93229,0,90,8,33,0,1
FH65253,28025,87,28,94,0,2
IH43245,52113,97,14,85,0,6
TO20795,37675,104,23,18,0,2
TO14996,37595,70,2,22,0,9
XN34686,41396,70,7,7,0,3
KA13067,77512,104,2,5,0,6
LQ76461,35334,65,29,31,0,4
BH60627,0,104,13,20,0,3
CD48033,40870,105,3,56,0,2
AC58002,53907,71,1,52,0,9
VM21699,77609,111,26,75,0,1
YM24654,0,70,15,44,0,2
RR66500,87462,61,0,79,1,1
GJ31412,99494,83,11,65,0,3
WO64354,42585,69,16,44,0,1
UG37492,58842,110,6,74,0,1
PR51268,37384,99,9,17,0,1
NJ10602,92717,70,24,19,0,2
OP60201,0,72,33,6,2,1
QK69627,75264,78,24,92,0,2
DP63956,0,101,19,11,1,8
MV89967,0,105,16,16,0,2
MQ37971,31532,79,1,26,0,1
CO12132,52583,113,12,59,0,7
UG19550,62477,183,7,75,0,2
SQ18525,26023,72,26,33,1,2
VG11458,28666,64,23,81,0,8
TG75223,21004,62,27,20,0,3
WW85018,45430,81,21,37,0,8
MY11682,37511,185,14,93,2,1
NI49607,28719,110,0,17,0,1
NX18821,49833,69,5,74,0,7
JZ63423,67431,136,28,17,1,1
DG30586,23376,78,19,18,0,1
QS79556,20455,84,14,40,2,2
SW74846,62473,185,25,29,0,1
FZ24763,35289,65,34,94,0,3
TW73441,73478,68,2,38,0,1
FP60372,30584,68,10,37,0,2
XS17260,88340,102,16,1,0,2
HX77930,49532,79,16,9,1,1
OP47206,0,154,26,85,0,1
KI25980,43982,126,20,68,1,2
SM88270,68906,187,12,61,0,2
RM83767,64008,85,9,66,5,5
YE45848,87421,99,21,6,0,6
QO77034,0,102,28,11,0,1
FQ66070,62076,71,25,82,0,2
YQ44187,26746,66,20,41,0,1
PW65305,91580,73,14,52,0,2
KB44286,64403,198,11,86,0,2
JV89183,51425,119,32,66,0,3
IS75141,44162,71,27,16,0,7
XO90806,67128,105,33,90,0,4
QN44699,30383,119,32,25,0,1
BV98316,93721,80,22,62,0,6
JJ66819,79867,74,25,76,1,1
KM72596,39393,121,11,61,0,2
HX72126,0,81,12,59,0,2
WX48434,0,122,27,2,0,1
LW12893,43916,68,10,59,2,2
XO94933,33282,100,24,66,1,1
NS92256,33032,86,33,77,1,2
IR62720,25259,87,18,8,0,9
XP81320,19637,67,34,30,0,1
CA52541,94903,94,3,38,0,1
IB59831,39794,133,0,7,0,2
VO61192,42433,85,28,47,0,5
UV17888,22044,65,35,70,0,2
WX31658,32312,61,29,31,3,2
RQ79244,0,97,28,29,0,1
UL90124,72919,130,20,22,5,1
PN12718,0,86,6,57,2,2
CN63432,0,68,19,2,3,2
WA24038,76357,117,18,96,1,1
TR40401,57709,125,10,26,0,1
UQ73252,26802,66,7,43,1,5
LK91880,26448,105,7,42,0,3
UA50747,62262,72,17,2,0,2
RV22056,98784,124,7,36,1,1
FW92569,28727,113,7,42,0,2
AS26192,50406,70,20,23,0,9
PX72779,41832,66,19,15,0,2
PZ47901,0,73,18,45,0,5
LE41874,0,138,22,18,0,1
WT10649,0,97,22,5,0,3
SP80065,40032,99,18,35,0,8
WW37525,95701,98,24,8,3,3
MF15503,0,108,25,82,1,4
GJ52970,0,66,31,54,1,2
GX84338,62530,95,35,28,0,1
QL54532,0,106,8,65,0,1
WY43888,24414,104,34,80,0,2
TN51356,82695,62,10,39,0,1
QJ21876,48156,143,9,20,0,1
MM49431,74069,63,33,81,2,2
DY38083,82664,114,24,10,3,9
KZ95954,0,80,13,57,1,4
DC70690,51737,71,13,55,0,6
QI31659,76797,71,22,2,0,2
JU72142,61225,117,3,0,0,2
QS26062,80915,70,17,66,0,1
LF61343,12688,140,5,96,0,3
YK23193,27681,83,13,62,0,9
ID40186,27778,109,30,14,0,2
AS17174,95697,61,16,55,0,1
IQ95180,44634,71,16,99,1,9
RS59102,37050,110,4,75,1,2
OI83286,56872,69,20,99,0,9
XH93021,0,82,12,40,0,6
QJ22057,0,68,5,72,1,3
NR49426,69488,68,13,25,3,3
BM39234,0,62,25,98,0,3
MJ95558,23589,211,30,13,0,6
WC21120,0,107,3,65,0,3
EU81458,95782,68,6,22,1,1
JO32686,24992,106,24,8,0,3
YY27420,20043,92,13,9,0,2
SX22647,0,104,29,4,0,3
HT31871,36305,61,19,61,0,9
ZB81881,44784,73,32,35,0,4
XY91562,0,113,0,11,0,3
CQ72935,75644,65,5,68,3,9
XR36002,27339,97,0,37,2,2
RW70500,43657,66,21,74,0,2
VK53354,0,95,32,69,0,2
OI77877,31134,96,24,16,0,6
EH13261,50512,67,19,16,0,1
GW14698,80604,61,22,86,0,3
PO56357,64604,67,18,71,1,8
IC47914,0,103,17,18,0,1
IK12576,95647,106,11,30,0,1
NC68853,0,104,19,32,0,2
TG40558,60969,61,9,5,0,2
NB40107,0,76,33,84,0,1
XD86462,20676,79,28,27,0,7
HA45220,37874,65,30,65,0,8
OT24208,14382,66,8,48,0,2
LM93586,32314,92,7,80,0,1
CA70404,62455,77,27,85,1,5
UY94269,35605,74,0,95,0,1
FM59265,0,103,16,50,0,7
TZ51184,0,137,7,15,0,3
BZ85280,10334,64,5,80,0,2
BL93527,44025,69,0,75,0,1
