income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
42512,105,15,72,1,1,77.479316
0,61,5,90,0,1,437.040616
83288,124,18,70,0,1,353.397699
46267,72,4,73,0,1,231.969205
0,122,15,47,0,9,650.52179
74424,81,26,74,0,9,388.8
0,72,15,70,0,2,693.084662
58883,62,1,47,0,2,432.480275
41539,116,11,35,0,3,556.8
33881,68,11,83,0,9,65.659137
86448,90,25,79,0,6,59.853369
25237,69,23,52,0,9,378.345883
0,67,10,75,0,7,482.4
49419,77,3,34,0,4,203.296071
90414,83,7,49,1,6,398.4
39930,86,22,64,1,2,412.8
23202,96,29,59,0,2,460.8
79487,114,20,87,0,1,547.2
68423,85,14,81,0,7,324.413656
84495,63,15,61,0,1,302.4
43091,69,2,36,1,6,330.138332
41951,91,30,56,0,7,40.536151
89834,105,17,14,0,3,504.0
92157,69,19,33,0,1,270.381385
35773,93,25,89,0,2,446.4
0,99,16,20,0,1,475.2
15850,61,28,14,0,2,314.528138
11167,73,0,99,3,1,350.4
21195,72,23,10,0,9,345.6
27430,68,25,12,0,4,184.955105
0,63,21,78,0,7,302.4
0,119,9,8,0,3,571.2
59839,107,8,52,2,8,513.6
0,73,13,33,0,1,350.4
38166,67,25,5,1,1,236.842746
0,95,14,78,0,9,456.0
13457,94,31,28,0,1,285.825083
0,68,10,53,0,2,326.4
52721,136,34,29,0,1,550.127548
22012,185,5,69,0,5,75.698305
19864,63,22,96,0,1,352.394515
55289,67,10,71,0,3,134.124254
30449,92,23,47,0,3,501.092992
27362,144,23,28,0,8,422.78411
29460,72,3,18,0,5,29.303915
0,94,23,34,0,2,451.2
42532,118,13,32,0,1,200.641734
66707,61,19,24,0,8,71.980757
68041,64,10,47,0,1,165.570243
0,65,8,91,0,1,468.0
0,64,26,11,1,7,307.2
40968,97,29,53,1,1,465.6
39913,106,16,61,0,1,344.765129
31710,62,5,29,0,1,199.551735
0,73,35,52,3,5,350.4
89113,78,18,68,0,8,219.362643
0,122,27,2,0,1,725.870693
0,67,30,13,0,1,321.6
38688,249,22,6,0,3,2294.631639
0,110,19,87,4,3,528.0
0,127,18,97,0,2,609.6
28014,104,14,37,0,2,631.594469
14170,109,9,10,0,1,523.2
64825,129,1,78,0,4,359.484342
77357,67,24,38,0,8,29.884537
21629,62,19,54,0,1,298.626189
25927,103,6,20,0,1,674.973614
44388,113,10,74,1,1,496.843023
54539,63,5,74,0,2,287.453171
17576,71,29,70,0,1,398.502948
84629,90,19,17,0,5,411.671832
24964,185,0,84,0,2,888.0
43573,66,30,64,0,5,409.684798
0,69,24,99,0,2,340.780156
0,105,7,91,0,2,756.0
35011,70,7,91,0,8,215.728468
63651,92,19,10,0,3,224.711836
83846,74,22,94,3,2,355.2
0,191,2,70,0,1,1317.008182
39133,67,25,26,0,3,90.524457
31278,92,24,95,4,1,441.6
0,63,4,52,0,2,685.12694
44788,61,6,48,0,2,386.031248
0,117,26,33,0,2,561.6
62447,74,9,2,0,7,133.977857
31475,64,6,3,1,3,22.962412
80780,109,26,11,0,3,3.55
88613,111,5,59,0,1,359.36848
45949,62,0,70,0,1,110.556062
35596,64,11,92,0,3,307.2
76875,73,21,4,0,9,17.375878
41842,61,1,14,0,1,292.8
28884,72,27,9,1,3,518.4
24631,83,25,87,1,2,398.4
0,74,24,54,2,2,680.753091
71560,69,14,46,0,5,178.700204
0,80,8,71,0,2,384.0
72421,65,8,23,0,1,312.0
54702,199,5,42,0,1,955.2
0,76,4,43,5,2,547.2
57335,67,22,18,0,2,407.887715
0,67,9,20,3,2,482.4
35033,87,26,53,0,1,490.638202
65733,113,13,6,0,3,684.948527
0,69,30,44,0,3,472.611522
0,88,3,64,0,2,633.6
16181,181,22,79,0,8,1261.319869
86180,69,11,43,4,2,48.051339
36881,104,5,25,0,3,499.2
47888,64,23,16,1,1,545.083116
21986,63,1,9,0,1,333.696228
47199,100,3,65,3,1,480.0
0,69,30,69,0,9,331.2
86305,62,1,99,0,5,80.73124
39062,61,2,20,0,1,346.991025
16976,69,23,54,0,1,238.952528
0,65,29,35,2,2,468.0
83283,193,11,46,1,3,273.702709
41972,86,20,23,0,1,691.709371
34080,107,11,48,1,1,220.644418
0,73,35,52,3,5,350.4
40269,81,0,71,2,2,329.980754
61894,91,3,21,0,1,436.8
23300,63,3,35,1,4,339.906034
66023,70,11,94,0,1,265.629611
39660,107,3,46,0,1,416.8496
0,76,4,51,1,2,32.508635
60466,117,14,3,0,1,784.186389
32848,74,2,59,0,5,250.454012
20662,72,10,99,0,2,373.324673
64985,108,23,94,0,2,16.425514
68022,103,3,26,0,3,494.4
72834,65,12,81,3,1,91.941259
74592,67,9,30,0,1,321.6
73938,76,34,48,0,1,53.095599
15999,83,2,43,0,2,398.4
0,69,12,89,0,8,632.081402
0,96,11,55,0,5,460.8
0,72,0,93,3,1,345.6
0,80,9,96,0,1,576.0
62375,103,35,71,1,3,411.228571
61427,88,24,12,0,2,422.4
64396,103,2,46,0,2,355.409311
49312,65,30,55,1,4,230.104769
0,61,35,71,0,2,292.8
28513,100,4,22,1,2,480.0
0,108,23,55,0,2,518.4
97321,110,35,46,0,1,74.744643
58839,65,4,65,3,2,18.965718
0,72,4,14,0,1,518.4
88567,67,9,89,0,9,321.6
91646,74,12,10,0,1,57.678779
0,211,31,52,0,5,1012.8
48552,94,5,54,0,9,262.746281
31485,118,17,79,0,6,294.905685
0,64,6,47,0,8,628.801638
16511,135,35,4,0,5,972.0
51020,73,16,88,0,1,350.4
43838,97,11,37,0,7,465.6
0,133,11,30,0,7,827.085431
22454,110,5,75,2,3,556.097027
57933,105,10,64,0,1,533.255723
0,124,7,2,3,6,595.2
26335,113,32,7,1,2,355.818306
85322,134,32,55,0,2,735.491986
37843,92,2,17,0,1,354.455466
0,67,11,26,0,1,482.4
74730,61,18,84,0,6,421.235276
0,94,27,52,1,1,483.881752
0,64,2,80,0,1,307.2
28432,118,1,59,0,2,612.300581
71210,214,8,89,1,2,1027.2
19581,67,2,94,0,1,321.6
0,80,12,14,0,1,576.0
56005,68,31,30,1,3,326.4
0,80,10,11,0,2,572.847549
23671,69,32,45,0,2,331.2
22244,84,6,59,0,9,114.815893
0,66,17,29,0,3,470.576119
75329,67,15,17,0,1,45.905292
0,108,2,55,1,1,525.392239
44369,68,13,22,0,8,185.291566
37910,108,7,9,0,7,518.4
0,71,25,30,0,1,511.2
40864,109,16,70,1,1,166.937747
94846,73,15,68,0,7,305.031114
96306,95,12,17,1,6,185.355353
53519,111,7,37,0,1,520.036279
50648,69,27,50,1,9,331.2
64692,70,17,80,0,2,336.0
0,100,9,75,0,2,720.0
0,187,22,97,1,2,1430.336183
0,109,2,86,0,1,784.8
49311,74,25,85,0,3,355.2
71126,71,11,72,0,1,324.739746
74284,74,27,5,0,3,268.130863
41402,119,26,26,4,1,571.2
79619,71,3,34,3,6,280.89705
25147,101,7,54,0,1,694.598288
56379,125,0,59,1,8,600.0
0,96,35,27,0,6,691.2
48911,61,15,6,0,1,292.8
29723,80,8,79,0,2,20.985105
21841,91,33,47,0,7,436.8
31796,68,27,16,0,1,377.442796
0,105,0,16,0,4,504.0
48567,130,12,15,0,1,624.0
66161,118,19,86,0,1,457.593764
79751,63,15,67,0,1,392.235698
39469,71,1,29,0,4,315.560161
44305,67,33,39,0,9,214.772284
0,68,4,17,0,9,444.030724
38893,69,12,60,0,1,279.960213
39187,118,32,43,1,1,566.4
70341,179,11,43,0,3,253.511935
0,64,9,95,0,1,460.8
0,73,11,95,0,3,350.4
30090,73,10,3,0,2,329.517492
49673,232,27,57,0,7,1021.654003
0,66,31,14,0,1,389.944994
0,70,29,93,0,2,504.0
50332,72,2,11,0,1,345.6
70190,71,20,22,0,3,15.169017
38179,90,12,91,1,3,374.716271
0,115,18,30,1,1,699.823461
25859,74,0,44,0,2,355.2
36529,118,6,41,0,1,255.005116
67588,118,0,58,0,2,566.4
0,121,30,85,0,1,871.2
81565,71,19,54,0,1,190.642833
35322,244,4,33,0,5,76.826503
43671,67,6,67,0,3,190.649902
58682,61,24,34,0,4,206.810286
44230,114,2,45,0,1,738.222494
40269,193,32,27,0,3,926.4
31756,66,34,44,0,8,160.855921
47725,63,10,66,0,2,142.205246
38684,74,1,22,0,6,376.760016
36301,118,11,85,0,2,647.954067
0,67,18,44,0,3,482.4
22268,67,12,70,0,8,294.803913
50037,81,24,91,0,6,303.384527
0,104,30,88,0,1,748.8
75740,98,8,42,0,3,46.702524
39621,109,4,23,1,1,25.292113
75838,90,6,64,0,6,428.907968
11885,101,18,39,0,2,484.8
29444,63,5,84,0,1,302.4
64371,181,4,50,0,1,868.8
26514,91,16,58,0,3,655.2
92766,71,17,15,0,2,379.029102
31504,71,8,27,0,3,340.8
98680,72,27,38,2,1,345.6
0,113,12,66,2,7,733.737214
76927,138,2,46,0,1,114.743547
78804,71,35,93,0,2,389.636991
73168,70,21,50,0,3,425.800112
48569,114,0,14,0,1,434.7579
84768,72,6,31,0,1,110.484661
0,86,7,31,0,1,619.2
57693,76,16,56,0,3,547.2
0,65,18,48,0,1,85.612463
46593,70,3,81,0,2,129.151543
0,146,7,50,0,2,1055.43784
67163,61,17,41,2,5,33.192803
89205,68,28,86,0,6,165.523154
0,138,23,76,0,1,570.777441
65448,94,28,66,0,2,451.2
77627,88,14,38,0,2,205.169178
37695,96,17,3,0,3,460.8
89411,78,14,99,0,4,116.237322
0,114,27,39,0,4,914.31553
10337,67,16,56,0,2,321.6
10621,67,28,22,0,5,321.6
16711,91,29,50,1,1,580.622219
0,106,0,44,0,7,508.8
42968,69,15,85,0,1,331.2
16181,181,22,79,0,8,1261.319869
85412,88,33,92,0,3,134.684555
75774,92,30,55,1,1,441.6
26599,101,24,83,0,1,254.380731
34847,73,26,24,0,7,525.6
0,115,13,43,0,4,552.0
85896,70,28,27,0,3,48.629646
0,66,8,11,0,2,316.8
43775,70,3,42,0,1,310.744656
0,67,11,6,0,2,482.4
42056,78,21,2,0,1,221.951098
13093,100,30,73,0,1,514.507039
98278,85,26,60,0,1,367.577872
44605,91,3,45,0,7,436.8
32365,67,28,78,0,3,193.147858
82255,71,29,59,0,5,145.004323
0,62,11,48,0,1,623.525433
0,88,3,99,0,6,468.492761
65903,66,4,98,0,2,316.8
11417,63,25,57,0,6,302.4
0,96,15,73,0,2,677.616967
0,67,20,29,2,2,321.6
69704,72,25,92,0,2,89.921281
20101,96,28,44,0,1,291.536748
24383,69,4,78,2,4,331.2
22139,100,34,31,0,2,480.0
88708,112,6,71,0,9,499.663591
11828,90,18,84,0,2,571.479602
0,80,2,49,1,1,384.0
73168,70,21,50,0,3,425.800112
0,71,10,22,0,1,409.459488
0,182,8,70,0,2,873.6
76646,65,3,30,0,9,263.844471
19683,117,17,41,1,9,561.6
0,71,16,30,1,2,819.576016
0,124,13,70,0,2,595.2
35693,103,8,63,0,2,494.4
0,65,7,67,0,7,438.369382
0,136,13,28,0,4,979.2
24123,104,7,61,0,1,748.8
85654,116,5,55,0,4,346.265295
0,125,6,61,0,2,900.0
71210,214,8,89,1,2,1027.2
84822,76,5,13,0,5,219.879452
36650,69,2,70,1,1,56.60333
0,90,8,33,0,1,432.0
28025,87,28,94,0,2,611.40108
52113,97,14,85,0,6,465.6
37675,104,23,18,0,2,731.970027
37595,70,2,22,0,9,501.994635
41396,70,7,7,0,3,336.0
77512,104,2,5,0,6,433.608534
35334,65,29,31,0,4,468.0
0,104,13,20,0,3,499.2
40870,105,3,56,0,2,504.0
53907,71,1,52,0,9,189.907577
77609,111,26,75,0,1,62.935952
0,70,15,44,0,2,504.0
87462,61,0,79,1,1,51.294615
99494,83,11,65,0,3,398.4
42585,69,16,44,0,1,288.295744
58842,110,6,74,0,1,528.0
37384,99,9,17,0,1,475.2
92717,70,24,19,0,2,224.27582
0,72,33,6,2,1,518.715288
75264,78,24,92,0,2,343.340301
0,101,19,11,1,8,727.2
0,105,16,16,0,2,564.947278
31532,79,1,26,0,1,241.077843
52583,113,12,59,0,7,528.20086
62477,183,7,75,0,2,40.287304
26023,72,26,33,1,2,79.463916
28666,64,23,81,0,8,307.2
21004,62,27,20,0,3,297.6
45430,81,21,37,0,8,388.8
37511,185,14,93,2,1,579.467191
28719,110,0,17,0,1,792.0
49833,69,5,74,0,7,331.2
67431,136,28,17,1,1,652.8
23376,78,19,18,0,1,374.4
20455,84,14,40,2,2,564.922034
62473,185,25,29,0,1,1298.853615
35289,65,34,94,0,3,123.945627
73478,68,2,38,0,1,241.88878
30584,68,10,37,0,2,51.662597
88340,102,16,1,0,2,489.6
49532,79,16,9,1,1,220.186677
0,154,26,85,0,1,1140.523821
43982,126,20,68,1,2,604.8
68906,187,12,61,0,2,1053.300143
64008,85,9,66,5,5,372.893812
87421,99,21,6,0,6,475.2
0,102,28,11,0,1,660.430456
62076,71,25,82,0,2,227.225113
26746,66,20,41,0,1,165.75305
91580,73,14,52,0,2,290.70096
64403,198,11,86,0,2,111.173021
51425,119,32,66,0,3,560.154132
44162,71,27,16,0,7,160.825045
67128,105,33,90,0,4,339.017729
30383,119,32,25,0,1,803.686321
93721,80,22,62,0,6,489.594642
79867,74,25,76,1,1,78.172321
39393,121,11,61,0,2,491.151197
0,81,12,59,0,2,136.848554
0,122,27,2,0,1,725.870693
43916,68,10,59,2,2,326.4
33282,100,24,66,1,1,207.510821
33032,86,33,77,1,2,87.080119
25259,87,18,8,0,9,417.6
19637,67,34,30,0,1,333.138214
94903,94,3,38,0,1,451.2
39794,133,0,7,0,2,638.4
42433,85,28,47,0,5,410.946167
22044,65,35,70,0,2,10.393016
32312,61,29,31,3,2,276.590788
0,97,28,29,0,1,698.4
72919,130,20,22,5,1,936.0
0,86,6,57,2,2,541.217743
0,68,19,2,3,2,326.4
76357,117,18,96,1,1,4.074222
57709,125,10,26,0,1,600.0
26802,66,7,43,1,5,316.8
26448,105,7,42,0,3,75.330276
62262,72,17,2,0,2,193.505325
98784,124,7,36,1,1,155.412984
28727,113,7,42,0,2,350.877502
50406,70,20,23,0,9,132.208612
41832,66,19,15,0,2,402.749918
0,73,18,45,0,5,350.4
0,138,22,18,0,1,900.617364
0,97,22,5,0,3,465.6
40032,99,18,35,0,8,475.2
95701,98,24,8,3,3,99.697769
0,108,25,82,1,4,777.6
0,66,31,54,1,2,393.645615
62530,95,35,28,0,1,61.693771
0,106,8,65,0,1,508.8
24414,104,34,80,0,2,499.2
82695,62,10,39,0,1,217.945243
48156,143,9,20,0,1,686.4
74069,63,33,81,2,2,275.516438
82664,114,24,10,3,9,133.425609
0,80,13,57,1,4,749.134686
51737,71,13,55,0,6,430.163277
76797,71,22,2,0,2,234.771653
61225,117,3,0,0,2,442.374873
80915,70,17,66,0,1,187.854818
12688,140,5,96,0,3,672.0
27681,83,13,62,0,9,398.4
27778,109,30,14,0,2,523.2
95697,61,16,55,0,1,114.273025
44634,71,16,99,1,9,396.035334
37050,110,4,75,1,2,528.0
56872,69,20,99,0,9,192.879457
0,82,12,40,0,6,590.4
0,68,5,72,1,3,326.4
69488,68,13,25,3,3,326.4
0,62,25,98,0,3,446.4
23589,211,30,13,0,6,1012.8
0,107,3,65,0,3,513.6
95782,68,6,22,1,1,247.847239
24992,106,24,8,0,3,508.8
20043,92,13,9,0,2,516.088544
0,104,29,4,0,3,748.8
36305,61,19,61,0,9,292.8
44784,73,32,35,0,4,395.386573
0,113,0,11,0,3,542.4
75644,65,5,68,3,9,467.803638
27339,97,0,37,2,2,44.730323
43657,66,21,74,0,2,316.8
0,95,32,69,0,2,684.0
31134,96,24,16,0,6,666.5271
50512,67,19,16,0,1,351.403677
80604,61,22,86,0,3,255.982609
64604,67,18,71,1,8,272.445607
0,103,17,18,0,1,741.6
95647,106,11,30,0,1,508.8
0,104,19,32,0,2,499.2
60969,61,9,5,0,2,146.119178
0,76,33,84,0,1,547.2
20676,79,28,27,0,7,379.2
37874,65,30,65,0,8,41.016038
14382,66,8,48,0,2,316.8
32314,92,7,80,0,1,662.4
62455,77,27,85,1,5,338.144854
35605,74,0,95,0,1,355.2
0,103,16,50,0,7,741.6
0,137,7,15,0,3,986.4
10334,64,5,80,0,2,296.962938
44025,69,0,75,0,1,331.2
32397,190,14,95,0,1,334.626758
24345,106,15,21,0,3,637.695945
94804,115,13,79,4,1,764.592151
25370,102,10,77,0,2,489.6
0,78,2,63,0,2,561.6
53234,109,27,37,0,7,1212.988796
0,108,2,38,0,1,912.581597
0,70,2,49,0,9,336.0
0,121,12,67,2,1,1032.204305
19013,95,1,58,0,1,456.0
0,73,2,35,0,1,490.690995
81568,186,0,73,0,1,737.442295
53223,72,9,0,0,2,299.788806
0,123,33,13,0,1,885.6
59253,89,17,70,0,3,67.801384
34452,126,2,51,0,1,604.8
40160,118,7,48,1,1,566.4
22571,63,29,51,0,9,302.4
62365,62,0,99,0,8,297.6
0,61,3,67,0,1,292.8
22220,105,29,46,0,2,22.45383
76266,110,24,88,1,3,155.708627
0,128,6,37,1,1,1548.310532
0,68,7,53,3,3,230.109964
77552,68,33,76,1,7,45.215059
76474,74,4,79,2,1,355.2
57664,100,21,48,0,7,344.92729
82377,83,28,19,0,7,498.335261
44856,66,24,71,1,2,316.8
0,77,17,65,0,2,369.6
76731,64,2,68,0,1,201.455005
25820,82,10,69,0,1,393.6
0,83,5,59,0,9,398.4
92509,71,16,43,0,8,109.296118
15505,68,24,2,0,2,383.890867
21979,73,7,86,0,1,518.686584
54878,96,5,11,3,9,204.953947
40178,136,7,13,0,1,652.8
65436,73,14,55,0,1,40.752864
0,106,1,38,0,2,763.2
0,64,10,16,0,6,307.2
57709,125,10,26,0,1,600.0
21604,79,14,28,0,1,379.2
28422,68,5,63,1,2,453.909559
59853,124,18,79,0,2,570.847354
49078,97,10,3,0,2,484.013411
51523,116,11,20,0,1,738.840818
0,110,10,32,0,7,601.021286
0,66,22,1,1,3,475.2
32989,102,25,12,0,2,489.6
0,70,12,29,1,1,336.0
36631,62,30,77,0,1,67.530904
0,131,34,61,0,9,628.8
26477,66,18,37,0,1,144.987956
53607,61,4,18,0,9,93.891207
21594,71,16,23,3,3,340.8
0,85,25,24,0,6,612.0
80584,65,33,17,0,1,312.0
67511,73,3,5,0,8,350.4
19614,85,21,32,0,2,574.024018
0,82,15,88,2,2,511.320391
20346,74,13,57,0,2,358.643521
48638,82,16,29,0,3,183.104441
46855,119,13,94,0,9,472.391125
38873,92,6,33,0,2,599.811172
25703,62,4,64,0,1,297.6
58842,110,6,74,0,1,528.0
99772,158,10,38,0,2,51.902587
19683,117,17,41,1,9,561.6
34549,111,8,78,0,1,125.933005
19030,62,7,22,0,1,355.820799
63329,92,33,87,0,1,441.6
79253,76,23,7,0,1,254.984946
37937,116,11,42,0,5,556.8
21766,62,29,65,0,3,179.14181
67132,71,34,71,0,6,466.371705
0,71,21,8,1,1,511.2
33060,117,19,91,0,3,56.731578
92296,69,4,65,0,1,331.2
90334,119,4,46,0,9,423.785148
40105,104,21,26,0,3,878.413622
33409,105,4,17,0,7,553.553427
0,117,4,89,1,2,1163.669865
18608,71,13,24,0,1,340.8
55385,61,7,22,0,3,292.8
62588,104,21,22,0,3,499.2
22050,66,9,47,0,1,316.8
25632,63,27,52,0,7,351.270869
40097,92,23,35,4,1,227.221652
50071,71,3,32,0,1,18.918935
37308,86,19,69,0,9,301.011106
44743,137,16,55,4,1,741.300032
86657,103,22,51,0,1,316.227946
84306,137,16,37,0,2,863.413385
0,118,29,45,0,2,566.4
47346,65,6,35,0,1,312.0
88545,68,25,33,0,1,374.108319
52443,73,0,47,1,4,350.4
36084,99,3,9,1,7,152.779038
35406,69,13,15,4,2,67.504452
0,74,14,43,0,4,712.126586
41185,99,20,6,4,1,363.613596
51204,181,28,23,0,2,929.554445
30216,63,18,74,0,1,302.4
10710,94,12,33,0,7,451.2
0,112,32,74,0,5,806.4
0,119,9,8,0,3,571.2
0,122,27,2,0,1,725.870693
25632,63,27,52,0,7,351.270869
0,99,13,87,0,1,1158.858027
53295,70,12,97,0,8,250.423844
0,139,9,22,0,6,1000.8
37072,64,1,1,0,1,307.2
61108,89,22,93,0,2,49.451117
79880,79,22,68,1,7,568.8
81580,101,2,56,0,6,633.439417
0,92,7,75,0,1,611.844584
19614,85,21,32,0,2,574.024018
58620,68,8,60,0,1,292.135884
0,212,28,51,0,4,1526.4
12902,139,3,51,0,1,667.2
26318,96,23,29,0,1,679.392372
20263,63,31,2,0,7,373.454457
0,98,27,47,0,1,310.842085
52819,124,16,89,0,1,282.500791
63918,64,4,14,0,2,307.2
0,66,11,60,0,3,316.8
23904,123,1,67,3,1,590.4
0,97,10,77,1,9,251.63901
69736,111,11,7,0,3,424.424732
69700,181,9,49,0,1,645.921338
35482,129,21,59,0,3,619.2
14030,72,11,3,0,1,345.6
50909,112,11,39,0,1,339.048157
96406,69,16,64,0,8,331.2
77001,85,4,58,0,3,408.0
0,72,25,4,0,1,518.4
24732,67,4,49,0,1,321.6
40864,109,16,70,1,1,166.937747
43145,73,1,0,0,6,516.421124
61108,89,22,93,0,2,49.451117
34236,70,3,87,0,8,336.0
39010,78,27,99,2,1,374.4
88867,69,6,2,1,1,331.2
0,84,0,57,0,5,395.740207
13908,116,12,74,2,8,804.130779
0,79,21,53,1,7,407.440238
0,64,14,91,0,2,415.803174
76358,66,25,3,0,2,86.461582
13037,124,28,49,0,1,839.348464
17200,83,5,62,4,8,48.780064
67772,82,29,27,0,2,502.580472
39891,133,12,31,0,2,630.888663
52957,112,14,92,0,1,425.423198
0,108,11,84,2,3,777.6
93272,95,3,54,0,1,281.110788
0,207,32,96,0,1,1490.4
40467,197,1,84,3,3,518.78464
30895,62,10,35,0,2,297.6
0,62,29,59,2,1,446.4
90607,109,1,48,0,2,243.467617
0,62,12,68,0,3,614.081483
45668,80,7,55,0,2,344.767795
0,129,10,11,0,1,1486.410662
51643,283,16,43,0,1,1358.4
0,74,35,77,0,1,299.635989
0,102,35,48,0,2,489.6
90289,71,9,10,1,3,22.193348
29465,118,24,49,1,1,566.4
81893,73,20,70,3,1,151.381353
60613,240,3,52,0,1,1152.0
60423,114,23,44,0,9,137.611531
27166,71,29,51,0,5,340.8
0,196,10,38,0,1,1644.690622
0,158,3,10,0,2,758.4
62006,61,31,96,0,1,292.8
0,69,2,50,0,1,764.201478
13663,97,1,66,0,2,465.6
0,61,27,57,0,1,292.8
97673,63,21,49,0,1,178.762806
96276,117,33,81,0,6,553.50361
73847,73,34,51,1,1,350.4
24976,72,2,60,1,3,566.199335
33716,68,18,67,1,3,349.431986
23480,117,6,89,0,1,842.4
77221,71,2,49,0,7,259.591385
0,76,8,44,0,3,364.8
40463,61,17,21,0,6,292.8
60920,64,10,61,0,2,231.201886
68931,66,32,30,0,7,309.577946
88251,68,3,2,0,3,267.214383
0,65,21,40,0,1,468.0
26876,76,17,72,0,8,364.8
88592,76,19,1,0,2,199.79727
0,114,1,39,1,5,547.2
0,103,8,75,0,1,642.773149
0,82,0,28,0,1,590.4
49136,64,7,95,0,1,307.2
0,68,17,66,0,3,722.877299
67627,117,5,43,0,2,561.6
70263,93,30,66,0,5,7.345946
74126,90,14,76,0,1,478.751065
74286,70,27,0,0,3,277.585067
97949,112,9,13,3,1,324.812083
41005,70,22,37,0,1,336.0
29875,119,9,36,1,1,571.2
26121,119,12,51,0,2,754.115474
25905,63,21,12,0,1,302.4
72117,70,1,98,0,2,106.737787
81872,115,10,55,0,2,256.43803
33806,89,32,59,0,2,395.729716
0,106,20,51,0,1,763.2
10621,67,28,22,0,5,321.6
0,65,34,27,0,2,312.0
44213,85,15,58,0,3,77.523904
0,65,10,11,0,3,366.212945
12902,139,3,51,0,1,667.2
78757,119,8,56,3,1,383.797363
0,102,28,11,0,1,660.430456
51833,99,1,18,0,1,190.509609
30786,90,3,5,0,2,28.649762
76792,62,12,27,0,1,297.6
76356,71,4,61,2,1,340.8
66839,154,33,24,0,1,739.2
59789,90,9,81,0,3,527.539078
72217,64,13,15,0,1,91.146661
43324,101,8,17,0,2,284.667612
87502,102,20,28,0,2,421.111226
0,74,8,13,0,1,532.8
38713,66,31,69,4,6,316.8
51878,66,10,16,1,2,316.8
0,61,9,39,0,1,292.8
28617,112,20,57,0,9,797.595611
75037,85,5,27,2,2,180.555113
24550,111,12,6,0,9,536.00374
0,64,16,62,0,6,460.8
55366,86,11,54,2,4,455.714395
41449,69,16,96,1,3,331.2
51125,67,3,67,0,2,430.29174
0,71,8,59,1,1,244.587596
63110,72,23,84,0,2,68.179721
63401,68,1,18,0,1,202.938048
30752,73,2,37,0,1,400.294003
60986,67,30,32,0,5,417.781693
41692,101,21,15,1,2,245.968629
12940,68,7,36,0,3,268.1726
0,70,13,18,0,2,336.0
78618,66,7,56,0,1,225.578841
54538,119,32,63,0,6,507.799325
0,64,35,75,1,7,774.737185
76590,65,0,91,0,2,183.293091
76214,72,7,48,0,2,202.81373
0,196,13,74,2,1,2327.166394
25876,83,29,46,0,3,398.4
82477,90,1,69,0,1,432.0
58713,98,8,4,0,1,470.4
64929,240,13,11,3,8,1261.672708
0,85,5,15,1,2,612.0
32857,105,24,15,0,2,504.0
19065,61,28,29,0,7,292.8
0,83,17,30,0,1,825.29011
25503,115,12,59,0,2,552.0
30250,93,1,98,0,6,398.100233
0,63,9,88,0,8,453.6
62902,69,14,94,0,2,159.383042
0,66,5,17,0,2,316.8
14278,134,6,9,0,2,346.319404
66839,154,33,24,0,1,739.2
37811,63,25,14,0,1,365.002909
20978,70,35,20,0,2,336.0
28519,86,23,30,0,2,412.8
0,72,15,18,1,3,571.531582
85140,118,7,11,4,1,88.17994
37384,99,9,17,0,1,475.2
0,79,0,44,0,1,168.89233
0,66,16,77,0,2,316.8
57659,111,24,31,0,2,756.37287
95241,68,3,12,1,2,87.803087
38870,74,3,89,0,1,145.365072
13870,109,1,78,0,5,550.430985
25964,76,21,87,2,2,364.8
72193,118,1,46,0,1,552.646907
84302,62,19,63,0,2,76.609295
0,73,35,52,3,5,350.4
0,72,31,99,0,1,345.6
39482,77,29,48,0,5,277.907701
66371,125,2,75,0,5,43.098747
35300,74,14,71,0,2,225.518065
67735,88,33,87,0,3,3.4637
98879,73,14,33,1,1,108.667642
0,108,29,74,0,2,777.6
72885,124,35,88,2,6,233.676034
26378,70,22,79,1,2,147.795699
67798,69,1,78,0,9,331.2
41275,96,29,16,0,3,41.122303
39646,70,9,35,0,1,279.714859
71868,65,6,61,0,1,312.0
59107,107,29,57,0,7,480.521227
0,70,13,48,0,9,504.0
36428,124,34,20,0,1,559.412583
93284,99,7,26,0,1,475.2
34612,91,8,77,1,2,655.2
76157,116,15,80,0,1,556.8
0,106,34,13,0,2,763.2
17109,62,7,45,0,2,297.6
29539,85,20,83,0,7,408.0
49539,79,15,83,0,5,286.938064
0,66,9,10,1,1,475.2
25352,173,10,65,0,1,830.4
63223,71,3,72,0,1,397.622116
18505,66,15,51,4,3,316.8
91485,114,2,16,0,1,392.925712
18690,80,10,63,0,5,18.192921
0,91,3,78,0,1,655.2
69819,66,24,20,0,1,21.00736
25708,118,21,44,0,2,566.4
33738,95,13,97,0,1,541.755353
75845,72,2,71,0,6,73.848672
83392,112,20,34,0,2,523.688037
0,87,3,82,0,3,94.714302
76375,96,21,81,0,1,138.423414
0,114,22,39,0,2,820.8
32330,79,16,27,1,9,379.2
85689,92,5,8,0,2,237.946822
0,158,5,59,0,1,1137.6
39507,70,32,17,0,5,283.743206
22373,112,11,59,0,8,419.750892
20217,96,16,30,2,1,513.306893
19245,106,28,61,0,1,508.8
17774,108,0,64,0,2,116.257094
80355,62,26,33,1,3,83.390706
65099,73,8,19,2,1,350.4
0,73,29,14,0,1,525.6
23401,66,17,34,0,3,316.8
0,63,11,10,1,3,139.331764
