,alpha_customer,customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy_n,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_date,year_effective_to_date,month_effective_to_date
1876,LO,67195,Arizona,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,2,1,Agent,Four-Door Car,Large,2011-01-28,2011,01
1877,PG,93638,Oregon,No,Basic,College,Employed,M,Urban,Married,Personal Auto,1,3,Call Center,Two-Door Car,Medsize,2011-01-22,2011,01
1878,OZ,41737,Oregon,No,Basic,Doctor,Unemployed,F,Urban,Married,Personal Auto,2,1,Agent,Four-Door Car,Large,2011-02-22,2011,02
1879,OY,66019,Oregon,No,Extended,College,Unemployed,F,Urban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-02-28,2011,02
1880,CH,73843,Arizona,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,2,4,Branch,Two-Door Car,Large,2011-02-09,2011,02
1881,XT,93203,California,Yes,Premium,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,3,1,Agent,Luxury SUV,Medsize,2011-02-08,2011,02
1882,OR,85652,Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,1,4,Agent,Four-Door Car,Medsize,2011-02-17,2011,02
1883,YD,87931,Washington,No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-10,2011,01
1884,XK,11432,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,2,1,Branch,Two-Door Car,Small,2011-02-02,2011,02
1885,OX,24868,California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-25,2011,02
1886,EZ,74530,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,2,1,Web,Sports Car,Medsize,2011-01-08,2011,01
1887,HP,46467,Oregon,No,Extended,College,Employed,F,Suburban,Divorced,Corporate Auto,2,3,Web,SUV,Large,2011-02-18,2011,02
1888,KP,54476,California,No,Extended,Master,Employed,M,Suburban,Single,Personal Auto,1,2,Web,Two-Door Car,Medsize,2011-01-22,2011,01
1889,AI,47152,Nevada,No,Basic,College,Employed,F,Urban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-01-21,2011,01
1890,BU,15334,California,Yes,Basic,Master,Employed,F,Suburban,Single,Corporate Auto,3,2,Branch,SUV,Large,2011-01-17,2011,01
1891,GD,59796,Nevada,No,Premium,College,Employed,F,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-02-15,2011,02
1892,OX,59701,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,4,Branch,SUV,Medsize,2011-01-20,2011,01
1893,OD,63728,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Medsize,2011-02-04,2011,02
1894,JC,38573,Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-19,2011,01
1895,RC,11491,Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,3,1,Call Center,SUV,Medsize,2011-01-02,2011,01
1896,RZ,24101,Nevada,No,Premium,College,Medical Leave,F,Suburban,Divorced,Personal Auto,3,1,Call Center,SUV,Medsize,2011-01-04,2011,01
1897,OB,88698,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,3,4,Branch,Two-Door Car,Medsize,2011-01-23,2011,01
1898,IK,92617,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-02-11,2011,02
1899,YH,43996,Arizona,No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Small,2011-01-21,2011,01
1900,BJ,65040,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,4,Agent,Four-Door Car,Medsize,2011-01-03,2011,01
1901,WY,57101,Arizona,Yes,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-08,2011,01
1902,OG,77759,Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-01-14,2011,01
1903,HN,38084,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,1,3,Branch,Two-Door Car,Small,2011-01-10,2011,01
1904,GD,11927,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,3,4,Agent,Four-Door Car,Small,2011-02-25,2011,02
1905,MC,20349,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-30,2011,01
1906,HM,22034,Nevada,No,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-01-22,2011,01
1907,KH,48996,Arizona,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,2,3,Branch,Sports Car,Small,2011-02-23,2011,02
1908,VM,34210,Washington,No,Basic,College,Unemployed,F,Urban,Married,Personal Auto,2,1,Web,SUV,Medsize,2011-01-01,2011,01
1909,LS,90887,California,No,Basic,Bachelor,Employed,F,Urban,Married,Special Auto,2,2,Web,Four-Door Car,Medsize,2011-02-18,2011,02
1910,EN,72010,Oregon,No,Basic,College,Disabled,M,Suburban,Single,Personal Auto,2,3,Agent,Two-Door Car,Medsize,2011-01-25,2011,01
1911,KH,44031,Oregon,No,Extended,Master,Unemployed,F,Suburban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Medsize,2011-01-04,2011,01
1912,GJ,47896,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,3,1,Branch,Two-Door Car,Medsize,2011-01-13,2011,01
1913,GD,87742,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,3,2,Web,Sports Car,Medsize,2011-01-26,2011,01
1914,MD,14027,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,1,1,Agent,Two-Door Car,Medsize,2011-01-20,2011,01
1915,XA,32915,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,4,Branch,Two-Door Car,Small,2011-02-15,2011,02
1916,XR,52852,Oregon,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Special Auto,2,1,Branch,Four-Door Car,Small,2011-02-22,2011,02
1917,EZ,48947,Nevada,No,Basic,College,Employed,M,Rural,Single,Special Auto,2,1,Agent,SUV,Large,2011-01-31,2011,01
1918,OJ,50322,Nevada,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,1,Call Center,SUV,Medsize,2011-01-21,2011,01
1919,XB,77333,Oregon,Yes,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Large,2011-01-27,2011,01
1920,QB,58745,California,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,2,4,Web,Two-Door Car,Large,2011-01-23,2011,01
1921,IG,62421,Nevada,Yes,Extended,Doctor,Employed,M,Rural,Divorced,Personal Auto,2,2,Branch,Four-Door Car,Medsize,2011-02-18,2011,02
1922,SF,29724,California,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,2,4,Branch,Four-Door Car,Medsize,2011-01-12,2011,01
1923,WM,95454,California,Yes,Extended,Bachelor,Retired,F,Suburban,Divorced,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-01-03,2011,01
1924,CB,96381,California,No,Basic,College,Employed,F,Urban,Divorced,Corporate Auto,3,4,Agent,Four-Door Car,Medsize,2011-01-11,2011,01
1925,MJ,60422,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,3,1,Call Center,Two-Door Car,Small,2011-02-09,2011,02
1926,NC,63295,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,2,3,Branch,Four-Door Car,Large,2011-02-10,2011,02
1927,JX,76668,Washington,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,1,2,Agent,Sports Car,Small,2011-01-06,2011,01
1928,ZE,76673,Oregon,Yes,Extended,Doctor,Employed,M,Suburban,Divorced,Personal Auto,1,2,Agent,Sports Car,Medsize,2011-01-18,2011,01
1929,XG,19917,Washington,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,2,2,Branch,Four-Door Car,Medsize,2011-02-05,2011,02
1930,WF,34690,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-07,2011,02
1931,ZM,28138,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-01,2011,01
1932,FI,14842,Nevada,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,2,2,Web,SUV,Medsize,2011-01-29,2011,01
1933,KC,32511,Oregon,Yes,Basic,Master,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Small,2011-02-03,2011,02
1934,NE,10467,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,1,4,Call Center,SUV,Medsize,2011-02-24,2011,02
1935,PT,93474,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,3,1,Web,Four-Door Car,Medsize,2011-02-04,2011,02
1936,RL,74454,Nevada,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-02-06,2011,02
1937,DQ,31994,Nevada,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,2,2,Agent,Four-Door Car,Medsize,2011-02-19,2011,02
1938,DN,98431,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-27,2011,02
1939,EV,53200,Nevada,No,Basic,College,Employed,M,Urban,Divorced,Personal Auto,2,1,Agent,SUV,Medsize,2011-01-08,2011,01
1940,AJ,89107,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,4,Branch,Four-Door Car,Large,2011-02-02,2011,02
1941,WS,25565,California,Yes,Basic,Master,Disabled,M,Suburban,Divorced,Personal Auto,1,1,Call Center,Four-Door Car,Small,2011-01-31,2011,01
1942,ZY,33234,Nevada,No,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,4,Branch,Two-Door Car,Large,2011-01-12,2011,01
1943,QW,17286,Washington,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,2,4,Web,Four-Door Car,Medsize,2011-02-13,2011,02
1944,TO,34442,Washington,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Small,2011-02-23,2011,02
1945,DG,90902,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-01-12,2011,01
1946,SW,96063,Arizona,No,Extended,Bachelor,Employed,F,Urban,Divorced,Personal Auto,3,1,Call Center,SUV,Medsize,2011-02-23,2011,02
1947,CP,19929,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Agent,Two-Door Car,Medsize,2011-02-10,2011,02
1948,KR,50062,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Medsize,2011-02-11,2011,02
1949,CU,19735,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,1,1,Call Center,SUV,Medsize,2011-02-24,2011,02
1950,ST,52914,Arizona,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,3,4,Branch,Two-Door Car,Medsize,2011-02-05,2011,02
1951,WQ,68301,Oregon,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,Personal Auto,3,4,Agent,Four-Door Car,Large,2011-01-29,2011,01
1952,LR,33381,Nevada,No,Basic,Doctor,Unemployed,M,Suburban,Married,Personal Auto,3,3,Agent,Four-Door Car,Small,2011-02-18,2011,02
1953,UR,36912,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Medsize,2011-01-31,2011,01
1954,SK,46419,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,3,4,Branch,SUV,Medsize,2011-01-31,2011,01
1955,BY,88757,California,No,Extended,Master,Unemployed,M,Suburban,Married,Personal Auto,3,1,Call Center,SUV,Large,2011-02-03,2011,02
1956,ER,65086,Nevada,No,Extended,Doctor,Employed,M,Rural,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize,2011-01-18,2011,01
1957,TP,87527,California,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Four-Door Car,Large,2011-02-15,2011,02
1958,VL,80291,Nevada,No,Extended,Master,Employed,F,Rural,Divorced,Personal Auto,3,2,Web,Two-Door Car,Medsize,2011-01-04,2011,01
1959,WL,45773,California,No,Basic,Doctor,Employed,F,Urban,Married,Special Auto,2,2,Call Center,Four-Door Car,Medsize,2011-01-02,2011,01
1960,TT,36693,Nevada,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize,2011-01-03,2011,01
1961,PT,12544,Arizona,No,Extended,College,Employed,M,Urban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,2011-02-24,2011,02
1962,CI,24326,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,3,4,Web,Four-Door Car,Medsize,2011-01-23,2011,01
1963,YQ,73717,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,1,4,Agent,Four-Door Car,Medsize,2011-01-31,2011,01
1964,FG,99706,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-06,2011,01
1965,OM,63414,Arizona,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,3,1,Agent,Two-Door Car,Large,2011-02-21,2011,02
1966,JQ,74890,Nevada,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Branch,Four-Door Car,Medsize,2011-01-19,2011,01
1967,FP,93662,California,No,Extended,Master,Employed,F,Suburban,Married,Corporate Auto,2,4,Branch,Two-Door Car,Large,2011-02-06,2011,02
1968,PF,40592,Washington,No,Basic,College,Medical Leave,F,Rural,Married,Personal Auto,2,2,Web,Two-Door Car,Medsize,2011-01-08,2011,01
1969,EW,82164,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,2,1,Agent,SUV,Small,2011-02-03,2011,02
1970,KV,99550,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Small,2011-02-14,2011,02
1971,CA,96230,California,No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,2,3,Branch,SUV,Medsize,2011-02-10,2011,02
1972,QN,17712,Oregon,No,Basic,College,Unemployed,F,Urban,Divorced,Personal Auto,3,1,Web,SUV,Medsize,2011-01-11,2011,01
1973,KM,79894,Arizona,No,Extended,Master,Employed,M,Suburban,Married,Corporate Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-21,2011,01
1974,YC,54142,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,Luxury Car,Medsize,2011-01-26,2011,01
1975,DZ,45471,Nevada,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,1,2,Web,Four-Door Car,Medsize,2011-02-03,2011,02
1976,DE,18949,Oregon,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,3,1,Call Center,Two-Door Car,Small,2011-01-16,2011,01
1977,BN,74268,Arizona,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-04,2011,01
1978,QJ,93301,Nevada,No,Premium,Master,Employed,M,Urban,Married,Personal Auto,3,3,Agent,Two-Door Car,Medsize,2011-01-11,2011,01
1979,OO,92815,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-04,2011,02
1980,HV,50891,Nevada,Yes,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Two-Door Car,Medsize,2011-02-01,2011,02
1981,RK,59543,California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-02-05,2011,02
1982,IH,54239,California,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-02-01,2011,02
1983,GB,14456,Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,2,1,Branch,SUV,Large,2011-02-13,2011,02
1984,RC,95515,Arizona,No,Basic,College,Medical Leave,M,Urban,Divorced,Personal Auto,3,3,Branch,Four-Door Car,Medsize,2011-01-16,2011,01
1985,TI,61458,California,Yes,Extended,Bachelor,Employed,F,Urban,Divorced,Personal Auto,3,2,Web,Four-Door Car,Medsize,2011-01-20,2011,01
1986,RB,49468,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-20,2011,01
1987,SJ,18454,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,3,Call Center,Sports Car,Medsize,2011-01-19,2011,01
1988,KC,19420,California,No,Extended,College,Disabled,F,Suburban,Married,Personal Auto,3,1,Agent,SUV,Large,2011-01-11,2011,01
1989,TP,12241,California,No,Basic,College,Medical Leave,F,Urban,Married,Personal Auto,3,1,Branch,Two-Door Car,Medsize,2011-02-07,2011,02
1990,BD,89564,Nevada,Yes,Premium,College,Employed,M,Suburban,Single,Personal Auto,3,2,Branch,Sports Car,Medsize,2011-01-19,2011,01
1991,SG,20925,Washington,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,3,1,Call Center,Four-Door Car,Medsize,2011-01-23,2011,01
1992,CJ,97736,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,3,2,Web,Four-Door Car,Small,2011-02-16,2011,02
1993,SK,79760,Washington,No,Extended,Bachelor,Medical Leave,M,Suburban,Divorced,Corporate Auto,2,1,Branch,SUV,Medsize,2011-01-02,2011,01
1994,YB,70005,Oregon,No,Extended,College,Employed,M,Rural,Married,Special Auto,2,1,Branch,SUV,Large,2011-01-02,2011,01
1995,QI,40455,Oregon,No,Basic,Doctor,Unemployed,F,Urban,Married,Personal Auto,3,1,Branch,SUV,Large,2011-02-27,2011,02
1996,YL,72747,California,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-25,2011,01
1997,FL,18392,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,3,3,Branch,Two-Door Car,Small,2011-02-28,2011,02
1998,AL,21967,Oregon,No,Extended,Master,Employed,M,Rural,Married,Corporate Auto,2,4,Call Center,Four-Door Car,Medsize,2011-01-05,2011,01
1999,KC,67431,California,No,Extended,College,Employed,F,Rural,Married,Personal Auto,2,3,Branch,Sports Car,Medsize,2011-01-18,2011,01
2000,EG,40823,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,2,1,Agent,SUV,Medsize,2011-01-20,2011,01
2001,QO,89177,California,No,Premium,College,Employed,M,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-02-03,2011,02
2002,AV,72430,Oregon,No,Premium,Master,Employed,M,Suburban,Married,Personal Auto,3,3,Branch,Four-Door Car,Small,2011-02-08,2011,02
2003,AT,36002,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,1,1,Agent,Luxury SUV,Medsize,2011-02-04,2011,02
2004,WI,29961,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Two-Door Car,Medsize,2011-02-03,2011,02
2005,ZR,11692,California,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,3,3,Call Center,Four-Door Car,Medsize,2011-01-29,2011,01
2006,No,36572,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Large,2011-02-16,2011,02
2007,YZ,56105,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,1,Branch,Two-Door Car,Medsize,2011-01-11,2011,01
2008,MN,62189,California,No,Basic,High School or Below,Medical Leave,F,Suburban,Divorced,Personal Auto,2,1,Agent,SUV,Medsize,2011-01-19,2011,01
2009,MQ,32284,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-23,2011,01
2010,NS,38229,Nevada,No,Basic,College,Employed,F,Rural,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-21,2011,02
2011,IB,41597,California,No,Extended,College,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-12,2011,02
2012,IP,68868,Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,2,1,Branch,Two-Door Car,Small,2011-01-18,2011,01
2013,EL,70257,California,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-01-01,2011,01
2014,NB,27041,Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,3,2,Web,Four-Door Car,Large,2011-01-21,2011,01
2015,BM,28359,Oregon,No,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,3,2,Agent,Four-Door Car,Large,2011-01-29,2011,01
2016,VB,77950,California,No,Extended,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-07,2011,01
2017,PE,47967,Oregon,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,1,2,Branch,Luxury SUV,Medsize,2011-01-15,2011,01
2018,QR,47308,Nevada,No,Basic,College,Employed,F,Urban,Married,Personal Auto,3,2,Web,Four-Door Car,Large,2011-01-15,2011,01
2019,YU,49449,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-07,2011,02
2020,KN,25124,Oregon,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,2,1,Branch,Two-Door Car,Medsize,2011-01-09,2011,01
2021,HI,51182,Oregon,No,Premium,College,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-03,2011,01
2022,MS,18916,California,Yes,Extended,College,Medical Leave,M,Suburban,Married,Personal Auto,1,2,Branch,Four-Door Car,Small,2011-01-05,2011,01
2023,IE,40701,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Small,2011-01-30,2011,01
2024,UT,48216,Nevada,Yes,Extended,College,Employed,M,Suburban,Single,Personal Auto,1,2,Agent,Luxury SUV,Small,2011-01-14,2011,01
2025,VN,92740,Arizona,Yes,Basic,College,Employed,F,Rural,Single,Corporate Auto,3,2,Agent,Two-Door Car,Medsize,2011-01-11,2011,01
2026,IZ,55070,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,2,Web,Four-Door Car,Medsize,2011-01-07,2011,01
2027,PQ,19113,Washington,No,Premium,Bachelor,Employed,F,Urban,Married,Personal Auto,2,4,Agent,SUV,Medsize,2011-02-10,2011,02
2028,AW,48347,Washington,Yes,Extended,Master,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,SUV,Small,2011-01-31,2011,01
2029,DY,30071,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,3,2,Agent,Four-Door Car,Small,2011-01-07,2011,01
