state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size
California,No,Extended,College,2011-02-26,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Agent,SUV,Medsize
Arizona,Yes,Basic,High School or Below,2011-01-15,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
Oregon,No,Extended,College,2011-01-26,Medical Leave,F,Suburban,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Small
Washington,Yes,Extended,High School or Below,2011-01-31,Unemployed,M,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize
Nevada,Yes,Extended,College,2011-02-14,Retired,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Sports Car,Medsize
Arizona,No,Basic,High School or Below,2011-01-06,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,2011-01-27,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,2011-01-08,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small
Oregon,Yes,Basic,Bachelor,2011-01-27,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,Doctor,2011-02-27,Employed,F,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Small
California,No,Extended,College,2011-01-27,Employed,F,Urban,Divorced,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
California,No,Premium,High School or Below,2011-01-13,Unemployed,F,Suburban,Single,Special Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Doctor,2011-02-23,Employed,F,Rural,Married,Special Auto,Offer2,Web,SUV,Medsize
Nevada,No,Basic,Master,2011-01-14,Disabled,F,Rural,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,2011-02-26,Employed,F,Suburban,Married,Corporate Auto,Offer3,Agent,Two-Door Car,Medsize
Oregon,No,Basic,College,2011-01-09,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Branch,SUV,Small
Nevada,No,Basic,High School or Below,2011-02-09,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Small
California,No,Basic,High School or Below,2011-02-23,Unemployed,M,Suburban,Single,Corporate Auto,Offer3,Web,Four-Door Car,Medsize
California,No,Premium,College,2011-02-02,Disabled,M,Urban,Married,Corporate Auto,Offer1,Call Center,Four-Door Car,Large
Arizona,No,Extended,Bachelor,2011-02-21,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Small
Oregon,Yes,Basic,High School or Below,2011-01-23,Employed,M,Suburban,Single,Personal Auto,Offer2,Web,SUV,Medsize
Nevada,No,Basic,Bachelor,2011-02-19,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,2011-01-02,Employed,F,Urban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,College,2011-01-01,Employed,F,Suburban,Divorced,Corporate Auto,Offer1,Branch,Two-Door Car,Medsize
Arizona,No,Extended,Bachelor,2011-01-12,Unemployed,F,Suburban,Married,Corporate Auto,Offer4,Agent,Four-Door Car,Medsize
Oregon,Yes,Extended,High School or Below,2011-02-19,Disabled,F,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Small
Washington,No,Extended,Bachelor,2011-01-26,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small
Oregon,No,Basic,College,2011-01-24,Employed,M,Urban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Oregon,Yes,Premium,High School or Below,2011-01-26,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize
Oregon,No,Basic,Doctor,2011-02-01,Employed,M,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize
California,No,Basic,High School or Below,2011-01-28,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
California,No,Basic,College,2011-01-03,Employed,F,Suburban,Divorced,Personal Auto,Offer3,Agent,Two-Door Car,Medsize
Washington,No,Premium,Doctor,2011-02-22,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small
Oregon,No,Basic,High School or Below,2011-01-31,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Call Center,SUV,Medsize
Oregon,No,Premium,Bachelor,2011-02-24,Employed,F,Suburban,Married,Corporate Auto,Offer1,Web,Two-Door Car,Medsize
Oregon,No,Extended,College,2011-01-10,Employed,F,Rural,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize
Oregon,Yes,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Luxury SUV,Medsize
California,No,Basic,Bachelor,2011-02-07,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Branch,SUV,Medsize
Oregon,No,Basic,Master,2011-02-04,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Large
Oregon,Yes,Extended,College,2011-01-07,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,Sports Car,Medsize
Washington,No,Basic,High School or Below,2011-01-09,Employed,F,Urban,Married,Personal Auto,Offer3,Agent,SUV,Medsize
Oregon,No,Basic,Bachelor,2011-02-20,Employed,F,Rural,Married,Personal Auto,Offer1,Call Center,SUV,Medsize
Arizona,No,Basic,Bachelor,2011-01-28,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize
Nevada,No,Premium,Bachelor,2011-01-09,Employed,M,Urban,Married,Personal Auto,Offer3,Branch,Two-Door Car,Medsize
California,No,Basic,High School or Below,2011-02-07,Employed,F,Rural,Married,Personal Auto,Offer3,Call Center,SUV,Medsize
Oregon,Yes,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Single,Corporate Auto,Offer2,Agent,Luxury Car,Medsize
Arizona,Yes,Basic,College,2011-02-14,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large
Oregon,No,Premium,High School or Below,2011-02-13,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Agent,SUV,Medsize
California,No,Basic,Bachelor,2011-01-11,Employed,M,Rural,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize
Washington,No,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Single,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize
Oregon,Yes,Premium,College,2011-02-16,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
California,No,Extended,College,2011-02-24,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
Arizona,Yes,Basic,Bachelor,2011-01-07,Unemployed,M,Suburban,Married,Corporate Auto,Offer2,Agent,SUV,Medsize
Oregon,No,Extended,Bachelor,2011-01-15,Employed,F,Urban,Married,Personal Auto,Offer2,Web,Luxury SUV,Medsize
Oregon,Yes,Basic,Bachelor,2011-01-03,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
Washington,No,Basic,Master,2011-02-28,Employed,F,Urban,Divorced,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize
California,No,Extended,Doctor,2011-01-31,Medical Leave,F,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize
California,Yes,Basic,Bachelor,2011-02-10,Employed,M,Suburban,Single,Personal Auto,Offer1,Call Center,SUV,Medsize
California,No,Extended,College,2011-02-16,Employed,M,Suburban,Married,Special Auto,Offer1,Agent,Four-Door Car,Small
Oregon,No,Basic,Bachelor,2011-02-14,Employed,F,Rural,Married,Special Auto,Offer1,Call Center,Two-Door Car,Medsize
Nevada,Yes,Basic,Master,2011-01-31,Disabled,M,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Small
Arizona,No,Basic,Bachelor,2011-01-15,Employed,F,Urban,Married,Personal Auto,Offer3,Agent,Two-Door Car,Medsize
California,No,Basic,Doctor,2011-02-15,Unemployed,M,Urban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize
California,Yes,Extended,College,2011-01-07,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,Sports Car,Medsize
California,No,Basic,Bachelor,2011-01-19,Disabled,F,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Small
Oregon,No,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Web,Luxury SUV,Medsize
California,No,Extended,High School or Below,2011-02-09,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Sports Car,Medsize
Arizona,No,Extended,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Branch,Sports Car,Medsize
Oregon,No,Extended,High School or Below,2011-01-05,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize
Nevada,No,Basic,High School or Below,2011-02-28,Employed,F,Rural,Single,Corporate Auto,Offer2,Web,Two-Door Car,Medsize
Arizona,No,Extended,Doctor,2011-01-09,Employed,M,Urban,Single,Special Auto,Offer2,Call Center,Four-Door Car,Medsize
California,No,Extended,College,2011-01-24,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Sports Car,Large
Washington,No,Basic,Bachelor,2011-02-28,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,SUV,Medsize
Washington,No,Basic,High School or Below,2011-02-22,Employed,F,Suburban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Small
California,No,Extended,College,2011-01-10,Employed,M,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Washington,No,Extended,College,2011-02-24,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,2011-02-26,Employed,F,Suburban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize
Oregon,No,Basic,College,2011-01-06,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize
Washington,No,Premium,Bachelor,2011-02-10,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small
Arizona,No,Extended,High School or Below,2011-02-14,Employed,F,Rural,Married,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,2011-02-26,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Small
Oregon,No,Basic,High School or Below,2011-01-17,Employed,M,Rural,Married,Personal Auto,Offer4,Branch,Two-Door Car,Large
Oregon,No,Basic,High School or Below,2011-02-15,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Small
Oregon,No,Basic,High School or Below,2011-02-04,Employed,F,Rural,Single,Personal Auto,Offer2,Branch,SUV,Small
Oregon,No,Extended,Bachelor,2011-02-28,Unemployed,M,Suburban,Single,Corporate Auto,Offer3,Call Center,Four-Door Car,Medsize
California,No,Basic,Master,2011-02-01,Unemployed,F,Suburban,Married,Personal Auto,Offer4,Branch,Two-Door Car,Medsize
Arizona,No,Premium,High School or Below,2011-01-25,Employed,M,Suburban,Married,Personal Auto,Offer3,Agent,Two-Door Car,Small
Oregon,No,Extended,Bachelor,2011-02-22,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Agent,Four-Door Car,Large
Washington,No,Extended,College,2011-01-04,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Call Center,SUV,Medsize
California,No,Basic,College,2011-01-20,Disabled,M,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,2011-02-21,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-02-25,Unemployed,F,Suburban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Large
Arizona,No,Extended,Doctor,2011-01-29,Employed,F,Rural,Married,Corporate Auto,Offer2,Agent,SUV,Medsize
Nevada,No,Extended,Bachelor,2011-02-22,Employed,F,Urban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize
California,No,Basic,College,2011-01-29,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,Master,2011-02-15,Employed,M,Urban,Married,Personal Auto,Offer2,Call Center,Sports Car,Small
Washington,No,Basic,College,2011-02-05,Medical Leave,F,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Extended,College,2011-01-16,Disabled,F,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-01-22,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Extended,College,2011-01-12,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,SUV,Small
Nevada,No,Extended,High School or Below,2011-01-03,Employed,M,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,College,2011-02-11,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-01-10,Employed,M,Rural,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,2011-02-25,Retired,F,Suburban,Single,Corporate Auto,Offer1,Agent,SUV,Medsize
Oregon,No,Basic,Master,2011-01-06,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,2011-02-17,Employed,F,Suburban,Married,Personal Auto,Offer4,Web,Four-Door Car,Large
California,No,Extended,Bachelor,2011-01-03,Employed,M,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Large
Oregon,No,Extended,High School or Below,2011-02-18,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Small
California,No,Premium,Bachelor,2011-02-11,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize
Washington,No,Basic,Bachelor,2011-01-19,Employed,M,Urban,Divorced,Corporate Auto,Offer1,Branch,Two-Door Car,Medsize
Arizona,Yes,Extended,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Personal Auto,Offer2,Agent,SUV,Medsize
Oregon,No,Basic,Bachelor,2011-01-22,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize
Washington,Yes,Basic,College,2011-02-14,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large
Arizona,No,Extended,College,2011-01-02,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize
Washington,No,Basic,Bachelor,2011-02-01,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,2011-01-17,Employed,M,Suburban,Married,Personal Auto,Offer4,Agent,SUV,Medsize
Oregon,No,Extended,High School or Below,2011-01-31,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small
California,Yes,Extended,Master,2011-02-20,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Luxury SUV,Medsize
Washington,No,Extended,College,2011-02-20,Employed,M,Suburban,Married,Personal Auto,Offer3,Agent,SUV,Medsize
Oregon,No,Basic,Bachelor,2011-01-22,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,Master,2011-02-12,Employed,F,Rural,Married,Personal Auto,Offer1,Web,SUV,Large
California,Yes,Basic,Bachelor,2011-02-27,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
Arizona,No,Extended,Bachelor,2011-01-03,Employed,F,Urban,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize
Washington,No,Basic,College,2011-02-05,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Web,Four-Door Car,Medsize
Nevada,No,Extended,High School or Below,2011-01-23,Employed,F,Suburban,Married,Personal Auto,Offer3,Agent,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-01-01,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize
California,No,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Small
Washington,No,Extended,Bachelor,2011-02-28,Unemployed,M,Suburban,Divorced,Special Auto,Offer2,Web,Four-Door Car,Small
Arizona,No,Basic,College,2011-02-12,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,2011-01-06,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,2011-01-01,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Web,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,2011-01-20,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Doctor,2011-02-09,Employed,F,Urban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Master,2011-02-21,Employed,F,Urban,Single,Personal Auto,Offer4,Branch,Sports Car,Medsize
Washington,No,Basic,Bachelor,2011-02-06,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Large
California,No,Basic,Bachelor,2011-01-06,Employed,M,Rural,Single,Personal Auto,Offer3,Agent,Sports Car,Medsize
Washington,No,Premium,Bachelor,2011-02-02,Disabled,M,Suburban,Married,Personal Auto,Offer3,Branch,Luxury SUV,Small
Nevada,No,Extended,Bachelor,2011-01-15,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Branch,SUV,Medsize
Arizona,No,Basic,College,2011-01-28,Disabled,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2011-01-07,Disabled,F,Urban,Single,Corporate Auto,Offer2,Branch,Two-Door Car,Medsize
Oregon,No,Basic,College,2011-01-23,Medical Leave,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Oregon,Yes,Basic,College,2011-02-09,Employed,M,Suburban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize
Washington,Yes,Basic,High School or Below,2011-01-02,Employed,F,Urban,Married,Corporate Auto,Offer2,Branch,SUV,Large
California,No,Basic,High School or Below,2011-01-30,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Small
Arizona,Yes,Extended,College,2011-02-12,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,2011-01-17,Unemployed,M,Suburban,Divorced,Personal Auto,Offer3,Agent,SUV,Medsize
Washington,No,Extended,Bachelor,2011-02-17,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
California,Yes,Basic,College,2011-02-28,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
Nevada,No,Extended,High School or Below,2011-01-13,Employed,F,Rural,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,2011-01-16,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Large
Washington,No,Basic,Master,2011-02-09,Employed,M,Rural,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize
Nevada,No,Premium,High School or Below,2011-01-08,Employed,M,Suburban,Divorced,Special Auto,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,2011-01-30,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize
California,Yes,Basic,Master,2011-01-20,Retired,F,Urban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
Nevada,No,Basic,Master,2011-01-05,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize
Nevada,No,Premium,College,2011-02-19,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Sports Car,Medsize
Oregon,Yes,Extended,High School or Below,2011-01-20,Retired,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large
Arizona,Yes,Basic,Bachelor,2011-01-07,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,SUV,Medsize
Oregon,No,Basic,Bachelor,2011-01-21,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,2011-02-28,Employed,M,Suburban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Small
Nevada,No,Extended,High School or Below,2011-01-31,Medical Leave,F,Suburban,Single,Personal Auto,Offer1,Web,Four-Door Car,Small
Arizona,No,Extended,Master,2011-02-09,Employed,M,Urban,Divorced,Personal Auto,Offer1,Call Center,Luxury SUV,Medsize
Arizona,Yes,Basic,High School or Below,2011-02-12,Medical Leave,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,2011-01-13,Employed,F,Rural,Divorced,Personal Auto,Offer4,Agent,SUV,Large
Oregon,Yes,Basic,Bachelor,2011-02-05,Employed,M,Urban,Divorced,Special Auto,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,2011-01-01,Employed,F,Urban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Master,2011-01-10,Employed,F,Rural,Divorced,Personal Auto,Offer2,Branch,Two-Door Car,Small
