Customer,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
YB70005,9767.936882,36225,123,7,84,0,8,221.048602
QI40455,12097.91224,0,107,18,79,0,2,271.014511
YL72747,2265.318569,0,61,5,21,0,1,292.8
FL18392,5719.088678,77601,71,27,48,0,6,276.640352
AL21967,10171.47779,74243,84,34,2,0,2,71.311211
KC67431,10517.15638,46707,133,7,9,0,8,80.70505
EG40823,4303.471379,0,116,6,63,0,1,765.566699
QO89177,11926.75329,50234,101,12,1,0,2,484.8
AV72430,16531.70376,75526,103,26,68,1,2,494.4
AT36002,13579.29911,0,193,30,38,0,7,1610.261914
WI29961,5437.443727,28343,69,19,88,0,8,331.2
ZR11692,5103.296644,74948,64,23,43,0,8,216.744457
No36572,4583.100889,22728,116,28,81,0,1,556.8
YZ56105,6409.627461,0,99,14,48,2,9,712.8
MN62189,8991.98452,17331,117,13,39,0,6,1138.255325
MQ32284,12232.77625,35133,102,2,31,0,2,692.962785
NS38229,5126.038871,63147,64,1,91,0,4,87.565229
IB41597,11014.1636,67575,91,27,85,0,2,401.60781
IP68868,3819.619502,0,111,29,76,0,1,799.2
EL70257,8404.395122,48315,71,34,56,0,2,340.8
NB27041,9035.671134,34337,113,20,44,0,9,542.4
BM28359,5453.707634,33818,72,6,34,4,3,341.878002
VB77950,3766.366587,22439,98,30,63,0,1,470.4
PE47967,7283.934392,79055,186,32,24,1,1,177.635183
QR47308,2745.249838,45191,69,18,34,0,1,330.782934
YU49449,2626.279436,41990,66,23,19,0,1,316.8
KN25124,2456.816647,50979,61,25,45,1,1,262.842655
HI51182,8453.677668,59888,106,6,14,0,3,712.682559
MS18916,3508.569533,20978,98,19,96,1,1,1176.2788
IE40701,2877.354255,32807,73,10,10,0,1,350.4
UT48216,7840.165778,58414,210,7,24,2,1,1008.0
VN92740,2771.045031,50071,71,3,32,0,1,18.918935
IZ55070,5339.488286,67796,69,7,24,4,8,331.2
PQ19113,6837.536476,90750,170,30,47,0,1,746.0459
AW48347,13024.13012,0,125,6,61,0,2,900.0
DY30071,5659.238384,69387,71,16,37,0,3,71.517444
ZN24083,5532.462342,29084,71,14,59,1,3,492.088331
JU74347,7943.513275,60214,100,8,16,1,4,291.287905
YJ35850,9774.605777,96018,122,8,60,0,3,390.88142
JP41935,13596.19972,20128,70,28,10,2,2,336.0
GP67816,23208.39416,60233,116,29,63,0,2,481.265179
PW51793,7325.892726,52920,93,18,95,0,3,1101.05432
UF59346,4170.340729,90310,104,9,39,0,1,166.355491
FG29932,7840.165778,58414,210,7,24,2,1,1008.0
ER19995,17786.2778,99790,64,24,8,0,2,178.986788
BY54111,19378.9078,21159,73,35,14,0,2,350.4
RI85578,2638.140052,79699,65,24,12,0,1,348.82656
PT15464,9148.877887,68236,114,2,75,0,6,20.725611
BP92643,13770.97618,59207,116,23,21,0,2,556.8
NG85002,10515.96779,21499,135,34,28,1,3,648.0
GQ46925,5821.684337,77563,143,35,58,0,1,545.999699
RF14806,3095.803437,33415,78,15,44,0,1,374.4
KJ23009,10598.54249,20179,133,29,0,1,5,638.4
IB81655,7695.122957,50147,101,4,37,0,3,484.8
GK92563,6819.23119,22492,85,34,88,0,7,61.654262
HR64684,8689.822524,0,99,25,57,5,2,475.2
QS96715,8131.779152,93715,102,9,43,2,4,254.83769
SW55711,3815.321577,23540,103,30,23,2,1,494.4
LZ19268,11638.89947,25370,102,10,77,0,2,489.6
FU74983,22800.53543,68771,96,10,70,0,2,276.268778
KB99097,4462.997006,0,73,35,52,3,5,350.4
AP52126,13151.83203,68562,108,29,52,0,2,228.498823
EX61844,14019.97546,36733,71,21,28,0,2,327.078047
QC30857,2931.155192,45768,73,33,27,0,1,191.934494
RT69513,4774.751709,0,64,34,47,0,7,307.2
HV85198,8471.417471,63513,70,13,76,0,2,185.667213
BS91566,5431.219117,58161,68,19,19,0,5,140.747286
IL40123,5689.644114,83640,70,20,13,0,4,471.050488
MY32149,3686.723847,0,96,2,88,0,1,28.460568
SA91515,3992.583886,0,111,35,68,0,1,700.349052
SA25987,3479.137523,0,104,13,29,0,1,499.2
TB86706,2502.637401,0,66,8,11,0,1,3.468912
ZL73902,3265.156348,25820,82,10,69,0,1,393.6
KX23516,4455.843406,0,121,16,64,0,1,699.615192
FN77294,7704.95848,30366,101,25,13,2,3,484.8
VI78454,2750.705045,51789,70,8,34,0,1,336.0
FP59138,13024.13012,0,125,6,61,0,2,900.0
XN62489,2538.62632,18608,71,13,24,0,1,340.8
GP66031,2585.955652,83758,64,27,34,0,1,106.591949
IX68587,5096.673223,22886,65,9,81,0,3,312.0
HX17929,10083.48688,11828,90,18,84,0,2,571.479602
IC59236,4943.386117,44762,62,14,11,0,6,114.51444
VG31922,6516.214888,0,175,12,60,0,1,1221.143438
HP87787,8838.085637,82664,114,24,10,3,9,133.425609
AL78075,3810.238281,0,108,7,57,0,1,777.6
WA97671,6334.466403,0,63,1,21,0,2,302.4
QZ77637,11665.09779,84978,72,12,51,1,2,166.77296
FP11777,10972.06778,24164,137,2,40,0,5,657.6
ID45268,6006.963446,0,80,5,10,0,8,488.910614
AX86150,2656.713092,62777,67,34,32,0,1,101.288069
MW57614,2359.423599,19864,63,22,96,0,1,352.394515
TJ30081,12036.62051,44428,104,17,61,0,2,499.2
FW44940,8467.387317,21139,113,15,93,0,5,656.798232
CS55808,9392.557553,0,88,4,52,0,2,851.146266
WZ61178,5227.230377,11896,69,29,57,0,5,476.254583
IV55977,2693.75925,0,73,35,87,1,1,350.4
YC67208,2227.072755,27972,61,7,38,0,1,292.8
LZ89773,2326.864833,0,62,26,98,0,1,624.711448
IP52990,16794.31422,38399,106,12,6,0,2,368.890904
VF73104,5016.827946,20868,63,19,13,0,8,134.629643
OC80343,7757.924239,49682,101,30,49,0,3,198.84453
EL89222,8609.158215,79090,107,2,74,0,3,289.040734
QB14114,5275.056933,81850,132,1,75,0,1,429.860895
HM41195,5746.32619,22906,76,17,27,0,8,519.883102
JT41591,2705.987629,0,83,15,85,1,1,398.4
HE15857,6186.265217,37138,83,12,1,2,9,417.28389
KI64666,22445.28088,0,71,32,35,0,2,511.2
JC33752,6277.844624,21024,82,32,8,1,9,450.129276
JA25453,7215.821106,0,103,25,80,0,9,741.6
AJ69778,6514.430592,77135,84,3,37,3,8,98.372265
FQ83162,34708.87261,0,109,3,19,0,2,718.700718
EY89842,4216.19522,0,114,3,70,0,1,820.8
TG69238,13158.37206,72845,108,13,28,0,2,463.000336
UI63465,2917.539465,51622,74,29,32,0,1,355.2
WX33904,6355.678846,0,61,25,79,0,2,292.8
HA20933,13269.59942,15616,114,20,96,1,2,547.2
BU16704,5880.256499,0,82,31,25,0,8,590.4
JV68002,5926.729379,23091,96,28,90,5,5,460.8
PM78410,4121.252137,0,67,7,8,3,3,482.4
PU92298,7956.152761,22699,74,11,76,4,2,355.2
AA16582,24127.50402,14072,71,13,3,0,2,511.2
AZ87715,26864.20332,81713,74,0,41,0,2,332.224293
GI89160,31934.62164,56516,199,26,46,0,2,955.2
WV57813,5132.684537,0,73,21,31,0,3,525.6
EW86465,4759.624343,26747,61,11,44,0,3,404.074203
UW70224,2637.942355,63422,66,8,68,0,1,355.922452
LU12532,6503.397049,22081,84,1,9,0,6,451.670309
WD48852,12786.66898,0,180,14,70,0,4,1296.0
BH43379,3147.973444,29698,83,17,89,2,1,215.884804
GV59387,5618.485357,24518,74,23,62,0,3,241.656325
LQ76410,3230.576665,62873,81,0,41,0,1,207.75186
MF19231,7434.675149,28377,94,26,99,0,3,451.2
XS47087,11714.78278,21102,100,0,81,0,2,480.0
IL56791,2009.772923,0,65,12,57,2,1,312.0
UV88036,6625.472768,0,88,2,43,0,3,539.280951
SE76116,9567.711298,81410,119,8,86,0,7,221.188327
GJ63103,18474.71111,27869,67,18,59,0,2,482.4
PL78574,12157.32992,57449,103,6,28,0,2,494.4
NV69875,2956.358303,40901,74,2,36,0,1,13.628274
MC38650,3963.394851,88701,99,7,4,0,1,171.830049
No73819,10896.04838,29365,137,14,78,0,7,657.6
OW84864,6081.048248,0,82,26,33,0,3,393.6
BV91898,30141.61738,0,103,9,72,0,2,1060.310769
WQ54314,5737.233278,56455,73,17,5,2,8,350.4
NM57315,16979.79757,35095,73,25,56,0,2,525.6
JB51220,10915.35877,0,155,9,62,1,8,1116.0
EN77569,3808.122147,94903,94,3,38,0,1,451.2
YP47665,5408.911507,80192,67,22,24,0,7,95.193157
QO54008,13419.39623,0,122,15,11,0,2,827.786203
EQ59908,3237.996209,60244,83,3,72,3,1,326.281835
YU72540,10357.62776,52735,65,21,19,0,2,123.512596
BZ50261,11619.91802,78275,72,12,36,0,2,25.336642
QE92747,8209.054963,77282,102,8,54,0,3,489.6
KG83280,3096.511217,21604,79,14,28,0,1,379.2
IL42365,4804.35851,51962,125,8,2,4,1,788.206874
FI86516,4786.054889,0,68,4,67,0,9,489.6
FV14881,15886.03136,56362,197,30,47,1,6,945.6
RR54950,5285.079293,85753,66,23,14,1,8,316.8
FC70869,2945.370362,36167,76,9,79,3,1,364.8
PB60303,18089.79629,68568,223,5,28,1,6,1070.4
HO50571,10208.92761,35482,129,21,59,0,3,619.2
BH86846,20708.25881,92079,65,12,68,1,2,114.798771
PC42162,5247.852585,0,77,0,84,0,3,554.4
KD21661,5179.55248,0,165,29,6,2,1,1188.0
FZ73016,4513.435299,34558,113,32,24,0,1,376.529086
HJ19927,5297.625945,14775,69,11,44,0,5,170.939409
RJ99408,5377.014781,35637,68,13,11,0,9,326.4
EL81968,7661.388132,66726,97,3,60,1,7,335.840529
WU86174,2677.279707,0,72,29,86,0,1,345.6
DN21342,6877.817669,0,96,25,71,0,6,460.8
PB60406,5714.232848,79719,71,12,87,0,6,425.924132
IY37465,4929.549699,25632,63,27,52,0,7,351.270869
LF55270,10484.91535,61108,89,22,93,0,2,49.451117
UV69038,9490.406534,0,137,34,77,0,4,657.6
IS63925,7805.31287,21073,106,25,54,1,3,508.8
CQ21583,21274.34205,17932,79,8,38,0,2,379.2
PR21713,5838.89915,81082,73,5,85,0,4,281.295903
XE10977,2677.495763,71684,66,7,17,0,1,196.065149
JG87029,2374.798861,57338,61,8,48,0,1,292.8
BK21146,22103.5072,0,102,35,48,0,2,489.6
WE19034,2427.770513,24409,62,4,13,0,1,297.6
DF62718,7294.40195,83488,90,14,20,0,3,432.784577
MS59254,11360.46496,0,104,29,7,0,2,773.346065
WC65050,2811.956395,62537,71,19,64,1,1,354.199664
ST27958,4386.277558,10621,67,28,22,0,5,321.6
XZ81226,6446.918637,43478,80,27,79,0,9,384.0
TU53781,8427.172486,46503,215,4,21,1,1,1032.0
GC93551,5290.127299,27179,66,8,91,0,9,344.201601
MO33279,5592.455266,62229,70,13,26,0,5,336.0
LD20926,18892.19767,0,92,34,39,1,2,441.6
PW90662,13623.62257,67060,126,1,85,4,2,339.000467
WS53288,25464.82059,13663,97,1,66,0,2,465.6
HE84643,2175.624856,0,63,5,79,0,1,453.6
CL37990,6699.222525,0,99,21,35,1,4,699.67536
HR87252,9043.678095,97745,113,10,64,0,5,695.136477
SB27146,4369.041685,26026,116,1,76,1,1,283.670312
KI58952,51337.90677,72794,164,3,47,1,2,50.454459
RM21896,28699.89392,47730,91,12,52,0,2,219.440024
JS38272,4270.034394,0,122,27,2,0,1,725.870693
NJ15094,5345.994644,0,72,6,67,0,8,345.6
MZ88454,4774.747415,0,70,20,81,0,9,336.0
PO27978,14727.50526,97785,73,35,36,0,2,236.614219
VT28596,4755.47946,0,66,27,89,0,3,712.309237
TI19722,3436.134281,30817,88,25,43,0,1,91.834668
DO83038,8355.774443,64502,70,22,49,0,2,39.336222
AG62087,3412.566597,30335,87,17,42,0,1,326.132867
BA56812,6185.337641,21020,80,1,36,0,4,178.371281
QF74147,8456.722498,84574,70,13,75,0,2,167.459769
RN88075,3021.938522,0,84,26,37,0,1,700.725788
OG71924,6966.142868,0,93,28,3,0,8,436.143226
YF87007,10083.48688,11828,90,18,84,0,2,571.479602
ZL18631,2539.990699,54889,63,32,94,0,1,302.4
BZ71120,8456.455313,89918,105,15,72,0,9,367.230882
UP60200,26576.31541,87002,110,27,30,0,2,199.851173
XZ64172,10963.95723,55687,276,33,91,0,1,1324.8
CA47176,9671.98323,17103,87,24,29,0,2,417.6
CI68869,1898.683686,0,70,17,20,5,1,702.020904
XT10744,8595.146838,28441,73,10,98,0,2,686.020135
HT48275,5532.753182,91212,69,9,92,0,6,270.311239
HB48073,9371.773682,66325,117,10,10,0,5,497.719213
MD43085,3975.321516,67895,101,25,27,4,1,403.937672
NJ11986,4456.016549,29550,114,16,70,1,1,118.750512
HH55884,3495.891476,10275,97,10,8,0,1,465.6
JP69867,8512.13221,61725,106,7,70,0,6,508.8
FT86104,4650.063763,28215,65,15,26,0,3,468.0
GV39658,13523.12989,10563,121,20,10,0,2,109.814874
GB66110,4422.409799,0,62,10,97,0,3,722.432062
VD51297,7320.98824,99722,61,6,48,0,2,292.8
EP29567,7031.463693,16224,93,13,55,0,9,498.452698
PE59368,5123.484988,72096,64,24,92,0,5,252.330905
DQ50538,9050.756606,63800,113,9,43,0,4,542.4
WP58340,10963.95723,55687,276,33,91,0,1,1324.8
TM23788,6039.020697,0,89,6,49,1,3,640.8
UF44021,2108.493744,0,61,8,91,0,1,351.85681
WB96917,9875.092794,29598,87,2,70,0,2,150.926696
MN95006,6928.601611,22907,180,13,86,2,1,49.18776
NP60037,14318.44839,22697,186,35,39,1,8,892.8
NQ71171,5107.071054,70174,64,18,80,0,7,128.90032
SM58898,17223.89108,85378,107,7,4,0,2,513.6
FN98595,7516.831717,31477,94,22,77,0,3,146.950756
TW94555,5389.499465,66429,136,35,93,0,1,57.712985
XW60886,6275.155361,0,90,15,55,0,3,900.242038
IE84844,4722.237214,0,65,29,32,0,3,655.489027
HY76810,6282.317743,0,172,23,6,0,1,141.460349
JL41129,7986.191274,74217,100,35,3,0,6,418.005524
OQ41280,6503.219978,46298,88,11,82,3,4,128.292466
AP65984,4881.753428,0,135,0,86,0,1,648.0
EE99484,2514.59196,43860,65,15,58,0,1,156.124914
XM39121,7955.442668,0,69,11,5,0,2,331.2
DK49336,4809.21696,48029,61,7,52,0,9,292.8
HB43486,9696.548818,86830,123,18,5,0,3,480.533246
KB15252,8709.321889,0,77,29,21,0,2,509.100577
BN83547,2858.452328,40706,71,30,96,0,1,166.123172
MC55901,5233.949019,69231,65,19,7,0,9,193.243084
PZ98142,13494.76017,0,132,13,33,0,2,950.4
GB43363,6870.607058,0,105,5,87,0,3,756.0
TH67541,5652.72374,16171,74,8,36,0,4,311.004168
WC21901,2345.262087,51397,61,20,61,0,1,292.8
CL38124,19688.31898,83879,69,3,66,0,2,212.148485
XH89851,7247.206475,63267,92,22,31,0,8,530.340202
KA58700,6085.304178,44712,82,19,14,2,8,537.78416
ZB40259,5480.070226,59311,69,8,38,0,9,14.812808
JV63229,6876.309925,81957,86,23,76,0,4,433.426544
SI31035,5368.887709,59601,67,28,2,0,6,321.6
JW30054,8283.066678,71034,103,26,15,0,3,494.4
AP56340,5384.671725,13103,72,21,32,0,7,458.003651
FN44127,3508.569533,20978,98,19,96,1,1,1176.2788
QE79527,8427.172486,46503,215,4,21,1,1,1032.0
UP36767,4553.809528,61064,113,32,77,0,1,539.774172
PG43749,4318.433036,17572,110,0,35,0,1,639.769748
LL96228,14091.19449,99823,116,2,64,0,2,250.183388
OV40993,8693.631249,17453,118,12,70,1,9,566.4
MA80983,6661.181553,55663,166,19,63,0,1,194.739777
SA54664,2654.380994,73196,66,0,93,1,1,85.809817
TW12556,4428.031583,58577,110,6,62,0,1,303.872752
TC88451,5738.277584,88055,71,11,37,0,6,337.727542
BL93659,5815.049178,0,80,17,96,0,5,384.0
SI20178,4425.905071,80892,110,15,76,0,1,528.0
KC50464,2574.020376,34990,65,23,73,0,1,42.689135
HG64216,2832.513487,37124,72,4,17,0,1,430.518791
XM91056,4876.315707,22236,62,3,45,0,4,409.425049
KN13494,5181.620895,97131,64,5,80,0,6,307.2
OC47565,5947.215835,67760,74,19,19,0,3,465.278453
HH14259,2563.863345,0,69,13,74,0,1,97.691104
QF66741,15144.40954,0,62,6,44,1,2,307.649586
LY46898,5558.304507,37473,70,0,92,0,3,336.0
MK73855,8109.364607,32314,68,17,77,0,2,326.4
HU82227,15638.57599,49214,102,0,82,3,2,371.322406
FF75737,8334.317162,49851,69,27,85,1,2,331.2
KJ50265,10418.31143,27951,91,32,4,0,2,436.8
OQ82364,6846.150323,0,95,13,20,0,5,456.0
SO47345,9403.875138,56410,117,13,73,0,3,523.99823
JN51592,16985.49688,22497,212,15,71,0,7,1017.6
FH36069,21101.21422,61347,106,27,66,0,2,604.237801
ZW32080,2914.955295,37803,74,26,51,0,1,355.2
ZH98656,8593.866533,91276,105,14,4,0,4,504.0
GZ31904,6861.745956,30816,87,10,43,0,4,237.57033
PN47493,2680.900678,41968,67,11,96,0,1,183.207703
CX18273,15797.98978,35754,199,21,54,0,3,612.973779
IG80173,2863.312165,36706,71,4,45,0,1,435.606086
JG76775,30061.69259,48258,249,12,86,0,2,1195.2
JR82641,10682.7619,52965,134,6,77,3,4,83.815183
NW41789,2746.90319,0,84,25,44,0,1,604.8
VG74039,2388.949198,0,65,8,5,0,1,455.644704
DV27428,13776.74135,62634,116,10,89,0,2,122.017931
AN57220,17263.64048,96917,61,24,2,0,2,71.942176
VD62056,4669.22664,76157,116,15,80,0,1,556.8
AH92481,4673.196379,53219,117,24,36,0,1,561.6
LX97765,4347.591949,81412,109,1,29,0,1,344.294164
JP82211,33873.18123,59744,105,1,79,0,2,476.486416
SI88726,9100.787395,38898,117,26,68,0,3,561.6
MG46007,6358.251692,0,94,19,98,2,4,17.938979
GL69461,2628.468543,99961,66,6,54,2,1,316.8
RA63927,7193.101159,30886,91,7,53,0,4,103.424766
UE76013,5039.869278,35984,128,7,68,3,1,275.577631
RI35792,3962.825542,0,125,27,97,4,1,539.5622
WL63802,6425.709981,0,181,13,16,0,1,1303.2
KZ29413,15672.69696,0,139,4,35,0,2,667.2
SN23932,3237.996209,60244,83,3,72,3,1,326.281835
YW26148,12992.27561,0,72,8,61,0,2,518.4
LS51818,22217.96796,37553,187,34,7,0,2,897.6
ZG47195,4931.258363,0,73,24,47,0,3,525.6
No50634,4330.38602,60475,107,9,18,0,1,513.6
GC42314,8296.176276,0,111,3,59,0,9,672.91665
SD77009,8334.359986,0,136,7,61,2,3,979.2
OW85480,5348.071007,25545,69,19,49,0,9,331.2
SW93780,2398.740007,24182,66,12,32,0,1,316.8
ZW51071,6622.05254,80979,84,32,27,2,3,25.961213
CK74127,4155.946211,0,62,8,20,0,7,446.4
KM52241,8430.059143,0,74,20,3,0,2,47.502366
PE66545,2545.518369,29250,64,27,30,0,1,308.240792
GG70928,5004.583872,33566,63,25,56,1,4,205.043307
GI36262,2899.702858,65247,72,14,55,0,1,381.238176
MH85165,6767.806751,39650,86,18,8,0,6,922.335972
AM26717,3123.080994,0,101,1,83,4,1,960.115399
CV90092,8184.691323,82680,68,8,86,0,2,326.4
CL70684,7636.279594,0,111,30,86,0,3,799.2
GK13851,9227.567263,0,129,15,42,0,3,619.2
TQ73726,7587.337272,0,69,17,60,0,2,460.741097
RW65977,2191.133237,0,61,9,16,1,1,439.2
EY74093,5004.135361,86834,64,2,93,0,8,0.099007
YG11074,4794.931261,46143,122,15,85,0,1,223.028356
HW65139,26730.06042,21275,240,3,58,0,2,1152.0
BT49333,4260.765808,47746,106,9,4,0,1,246.696768
KN78424,15477.27854,51675,196,11,86,0,5,940.8
TH68648,5126.836814,85522,64,1,56,0,3,165.002742
GZ22403,4068.092649,0,63,3,35,4,4,753.22565
NU26460,17712.20524,0,84,17,5,0,2,633.294203
PB21909,9775.816061,55632,123,35,98,0,7,478.609999
TA78865,20534.39224,0,93,24,25,0,2,669.6
FP23103,5800.188903,0,78,32,37,0,5,374.4
YK43172,3319.620511,69152,89,8,83,4,1,221.359492
YZ36062,6529.431827,13476,67,3,30,2,2,433.588181
SJ29837,7602.663689,0,105,2,84,0,5,914.538629
RC72799,2839.808041,33252,71,20,4,0,1,407.668083
AN67558,3288.209809,0,102,16,1,1,1,734.4
EQ62488,15031.5645,59456,189,11,7,0,8,907.2
OA92714,5055.902381,88989,63,19,28,1,3,232.745161
QS76805,8012.917253,0,107,17,39,0,5,513.6
PQ46798,8300.70769,17034,113,11,40,0,6,542.4
IA56290,2516.103555,88435,62,16,61,0,1,136.263492
XU35186,2749.407985,71445,70,6,95,2,1,336.0
DR84620,8071.334962,72149,101,18,43,0,6,69.310166
QG27547,2867.312197,23376,78,19,18,0,1,374.4
NM95102,7285.030983,44788,61,6,48,0,2,386.031248
KZ26788,4118.588554,69379,103,14,79,0,1,494.4
GW25077,5293.368089,38521,134,15,71,0,1,557.184015
ZU91897,13265.96256,34482,67,4,6,0,2,83.830109
ZK38095,2369.439009,0,68,35,35,0,1,487.345606
TY84623,9816.528302,37256,62,15,7,0,2,128.969729
IP69763,21914.40548,77311,181,18,36,0,2,113.609508
NF90665,5143.88351,39268,66,30,96,1,9,188.870427
KG53186,3136.698216,59644,79,15,94,0,1,379.2
KV57104,7713.819259,0,68,2,33,0,2,326.4
ZX93551,2867.312197,23376,78,19,18,0,1,374.4
TR18337,11516.40557,50854,73,15,72,0,2,101.489422
XV22744,15025.19126,35158,76,14,27,0,2,165.958605
KK27683,4013.849907,15413,106,4,67,0,1,508.8
HX11651,3288.825448,17860,99,16,0,2,1,656.122925
FD73388,13736.1325,16181,181,22,79,0,8,1261.319869
KF70569,3890.87081,91182,96,8,90,0,1,249.140907
CC94413,5701.277221,41154,72,6,7,1,8,345.6
QO59138,2590.214327,18746,68,21,93,0,1,326.4
JW58698,3223.331519,70277,80,23,4,0,1,84.818806
GT57081,4912.025292,0,66,23,38,0,4,668.158687
GU82475,6532.010543,24919,84,21,2,1,5,420.420755
BG60187,8012.124825,0,79,22,82,0,2,335.234102
TN73558,3731.504584,0,96,31,34,0,1,460.8
KK15032,2702.380487,46370,68,28,86,1,1,326.4
KA95160,23207.24981,89918,115,14,42,0,2,423.116739
KD52867,3347.028677,37138,85,4,13,0,1,612.0
WY53775,8382.630118,19683,117,17,41,1,9,561.6
HS94778,11793.12528,32214,100,5,6,0,2,296.560998
EJ96266,2965.71995,26472,74,22,31,0,1,355.2
RK53289,5646.323845,39841,72,9,40,0,5,440.128707
TX39594,2452.491364,51085,62,4,58,1,1,406.902001
JM93892,5953.213546,61006,74,6,99,0,9,73.919629
PY51000,12883.81001,34148,109,27,30,0,2,451.566751
HX74855,2471.528431,95697,61,16,55,0,1,114.273025
VE64781,2927.07045,75685,73,35,47,0,1,369.918482
KY57676,8400.788878,20870,72,20,90,0,2,345.6
JL42497,2729.126448,66900,68,15,20,0,1,326.4
WQ91717,7643.068919,0,106,22,51,1,8,508.8
WO39817,2493.591571,37043,68,25,89,3,1,30.984936
HW20940,4170.572119,42837,106,15,39,0,1,290.580543
KE60943,4908.207958,33305,62,3,12,0,5,353.77899
ZI48518,3891.583881,0,103,8,35,0,1,558.281543
KI17749,2682.423898,24823,69,23,66,0,1,229.279059
DS50601,10003.24729,98192,84,2,64,1,2,403.2
PU78245,13094.60875,88249,108,9,71,0,2,244.803741
MP96373,5719.785738,54585,71,33,39,1,3,340.8
QK62680,9393.968332,39770,117,11,37,0,3,561.6
HN63935,3433.82408,85367,85,27,20,0,1,67.975243
ON30714,4932.878744,74809,61,7,35,0,3,283.787384
FM61329,13610.10746,50144,114,0,35,0,2,786.934186
NK91656,2913.323811,20075,79,7,2,1,1,483.731784
MS94619,5111.304579,76448,63,9,13,0,3,302.4
MO38507,4540.381153,59556,113,11,86,0,1,681.505066
PQ36549,5598.273622,14174,72,1,62,0,8,345.6
WG91434,9638.066778,35230,61,27,2,1,2,16.214764
WR43077,9801.287358,0,91,33,38,0,2,436.8
LR10110,5504.139033,0,73,18,45,0,5,350.4
XZ58588,8447.801005,0,114,2,45,0,7,547.2
FX12602,19927.63513,51352,66,21,87,3,2,95.661376
BL55947,5815.261714,76675,72,5,38,0,9,141.718568
LA60344,18690.34066,0,68,6,94,0,2,326.4
KQ44803,7224.235434,0,72,27,21,2,2,297.419028
QY81331,8595.982289,94242,71,35,7,1,2,41.229484
NP33989,12362.08766,0,113,4,92,0,2,217.92632
CP30637,4916.303715,71153,122,1,94,0,1,209.019238
RW50070,8935.274872,63326,225,5,99,0,1,1080.0
LO42325,5433.214031,29629,71,21,51,4,5,228.443418
YQ50209,4847.24253,0,69,0,32,0,7,599.152722
JP35025,5714.165863,23726,74,1,83,0,9,355.2
WZ13788,10097.68732,48999,86,6,65,3,2,412.8
IS21172,4726.869327,13037,124,28,49,0,1,839.348464
CL10476,7079.790277,24245,63,0,22,0,2,302.4
WO83615,5395.434909,44047,137,12,38,0,1,969.232217
ZJ77881,9452.996411,91942,117,34,61,0,3,561.6
GT37101,5284.312599,37640,67,25,74,0,4,174.046849
WE13528,20215.3918,77058,63,16,42,0,2,119.331041
BT78503,2510.054168,0,73,29,38,0,1,525.6
WM19967,19884.91592,63755,62,28,40,0,2,291.860708
EW13798,4014.453113,37384,99,9,17,0,1,475.2
RO18530,2540.689797,42557,65,4,35,0,1,57.562324
AY18433,27382.81893,45473,76,10,29,0,2,188.938397
CS29328,4875.31604,10743,70,12,64,2,8,336.0
QL75176,12324.2654,0,113,5,90,0,2,813.6
IO25161,2280.386988,0,61,16,29,0,1,283.881697
FA82777,4165.994433,0,64,27,32,3,5,575.890362
GR49281,4974.801539,75644,65,5,68,3,9,467.803638
ZW19492,2404.917967,63455,61,26,71,0,1,287.654819
UW88168,3032.816016,73782,76,11,97,0,1,111.622054
XX53620,2891.272351,80590,71,4,19,0,1,134.158389
IM90123,15261.41386,59797,127,4,50,0,2,609.6
BE33446,5015.009472,48567,130,12,15,0,1,624.0
YW11227,5325.394799,62470,66,34,84,0,4,243.766542
UF32671,5291.395332,57338,66,9,85,0,3,316.8
ZW10467,16107.19004,63288,199,12,92,0,5,558.433218
KK95092,7605.637524,55281,192,22,68,1,1,921.6
HZ43637,3065.365332,22985,77,4,65,0,1,458.056054
FY82691,6245.575806,39608,78,14,15,1,7,22.961216
SO40738,9406.381948,99189,117,27,27,0,3,75.302707
MB83471,7815.46882,0,112,27,46,0,4,574.102379
GA63091,9747.99401,0,92,7,89,0,2,514.360634
AU75025,4686.469674,58089,118,31,83,0,1,566.4
XF15789,8869.619888,81350,110,1,28,0,9,228.185834
SH13204,4741.808942,0,65,2,73,0,8,731.289267
FX48006,24178.68478,43704,201,29,67,0,2,1064.482165
HS69837,7951.777533,75497,100,5,72,0,3,71.773341
GL49408,6762.082924,40372,85,15,17,0,4,76.975713
PK51938,3044.78946,17489,85,31,28,0,1,587.689075
JE62426,5908.16294,86277,74,19,33,0,3,212.039619
IA31850,4574.547243,0,63,3,5,0,6,453.6
PP50567,8377.499751,0,74,14,38,0,2,355.2
CS26667,22332.43946,49078,97,10,3,0,2,484.013411
UF73578,5838.89915,81082,73,5,85,0,4,281.295903
MY23958,7577.065297,0,116,20,9,2,6,835.2
OP75571,8012.841201,40635,102,4,45,0,6,489.6
