index,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,customer__lifetime__value,income,monthly__premium__auto,months__since__last__claim,months__since__policy__inception,number_of__open__complaints,number_of__policies
1625,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,5333.038137,55674,66,10,95,0,3
1627,Washington,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer4,Branch,Two-Door Car,Medsize,2829.863912,25317,71,15,97,0,1
1628,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,3483.630439,42983,86,28,18,0,1
1629,Arizona,Yes,Basic,College,Retired,M,Suburban,Married,Special Auto,Special L3,Offer2,Agent,Two-Door Car,Medsize,4636.54647,26802,66,7,43,1,5
1631,Oregon,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,6978.719808,53808,88,26,91,0,7
1632,Arizona,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Small,2912.248444,93403,73,18,32,0,1
1633,Oregon,No,Premium,Bachelor,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Small,4209.279338,26435,111,32,50,1,1
1634,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,5009.808888,0,68,21,69,0,7
1635,California,Yes,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize,5217.513287,39854,66,6,4,0,7
1636,Oregon,No,Premium,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Large,11490.33618,0,161,0,94,0,3
1637,Nevada,No,Basic,Master,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Large,2864.544017,91368,71,13,95,0,1
1638,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,8403.910248,0,115,11,63,0,8
1642,Arizona,No,Basic,Master,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,5801.128252,48927,72,1,51,0,9
1643,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,9472.973811,0,86,30,32,0,2
1644,Arizona,Yes,Extended,College,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,10484.91535,61108,89,22,93,0,2
1645,Nevada,No,Basic,Master,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Call Center,Sports Car,Medsize,4387.31087,48015,110,24,57,0,1
1646,Arizona,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,4522.883533,0,61,8,78,0,9
1647,Nevada,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,5418.152088,57587,68,4,83,0,7
1648,Washington,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Small,5246.057249,70301,67,7,43,0,7
1651,Washington,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small,9540.923395,53351,119,4,7,0,6
1652,Oregon,No,Premium,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Offer4,Web,Four-Door Car,Large,4756.12617,56146,119,0,91,0,1
1653,California,No,Basic,Bachelor,Employed,M,Rural,Single,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,2447.053134,84658,62,21,93,0,1
1654,Nevada,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize,5675.923323,33257,72,15,14,1,4
1655,Washington,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,2491.257604,25965,65,23,27,0,1
1656,Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize,7308.433864,31115,92,21,20,0,3
1658,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,5228.92013,92472,65,0,3,0,3
1660,Washington,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize,5800.171881,25472,73,5,86,0,9
1661,California,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,4330.38602,60475,107,9,18,0,1
1662,Arizona,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,6292.735356,26577,79,9,40,0,7
1663,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Medsize,4917.889638,0,71,27,81,0,5
1664,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Large,5165.810048,43461,64,24,47,0,6
1665,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Medsize,6291.589959,0,94,2,61,0,6
1666,Oregon,No,Basic,Master,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer1,Web,Sports Car,Medsize,4582.67415,69085,113,10,14,0,1
1667,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,6062.441614,0,84,1,94,0,5
1668,Washington,No,Extended,Master,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,3417.204953,42526,86,12,71,0,1
1669,California,No,Extended,College,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Medsize,5830.561364,0,77,11,36,0,6
1670,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Sports Car,Medsize,3742.579083,0,110,35,78,1,1
1671,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Medsize,3849.596697,0,106,10,32,0,1
1672,Arizona,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,15265.81488,58361,95,17,16,0,2
1673,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,5317.807221,74092,67,17,72,0,3
1674,California,No,Basic,College,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,2374.80917,0,64,2,52,0,1
1675,Washington,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,5639.941974,73168,70,21,50,0,3
1676,Washington,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize,3362.414442,22853,87,16,89,0,1
1677,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Small,4512.204391,0,125,6,44,0,1
1678,California,No,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,7264.803903,12075,94,16,23,0,5
1679,California,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Sports Car,Medsize,8658.863813,62464,109,23,45,0,4
1680,Oregon,Yes,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,5498.940679,22520,73,17,64,0,3
1681,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,5599.382893,35012,72,0,50,0,6
1682,Arizona,No,Extended,College,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Medsize,15228.19865,95140,126,6,52,0,2
1683,Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Large,3644.833554,82477,90,1,69,0,1
1684,California,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,3693.440833,85871,92,4,25,1,1
1685,Washington,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,8742.05776,71592,72,15,18,0,2
1686,Washington,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer4,Call Center,Four-Door Car,Medsize,5275.626956,70446,65,31,99,0,9
1688,Oregon,Yes,Basic,Master,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Web,Two-Door Car,Small,2551.226692,79751,63,15,67,0,1
1689,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,5811.918112,83318,72,21,58,0,3
1690,Oregon,No,Basic,Master,Retired,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Sports Car,Large,4064.670639,26161,109,8,70,0,1
1691,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Call Center,Four-Door Car,Medsize,2841.443088,30473,72,20,35,0,1
1692,Nevada,No,Extended,College,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize,6832.133872,50472,87,6,67,0,3
1693,Nevada,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,5201.971427,94186,64,20,50,0,3
1694,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Small,5484.588155,47611,69,17,65,0,4
1695,California,No,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,7672.681366,0,103,17,56,0,4
1696,Oregon,No,Basic,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Small,8272.485353,91245,69,16,50,0,2
1697,Arizona,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Call Center,Two-Door Car,Medsize,3330.672761,45944,83,20,4,0,1
1698,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,5562.456386,59649,69,33,71,1,8
1699,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer2,Agent,Two-Door Car,Medsize,2452.738575,52785,61,2,90,0,1
1700,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,7920.28288,59648,66,20,72,0,2
1701,Oregon,Yes,Extended,College,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Medsize,3861.486269,93272,95,3,54,0,1
1702,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Call Center,Four-Door Car,Medsize,5764.784159,22134,72,13,81,0,3
1703,Washington,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Web,Four-Door Car,Large,5375.842787,69050,67,17,38,0,3
1704,Arizona,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,2882.350556,87798,71,18,73,0,1
1705,California,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Small,2213.187935,0,63,0,66,0,1
1706,California,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Sports Car,Small,9429.629367,43811,117,24,10,0,4
1707,California,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Agent,Two-Door Car,Medsize,6239.257541,0,91,25,63,0,3
1708,Nevada,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Special Auto,Special L3,Offer1,Branch,Four-Door Car,Medsize,7668.809595,92456,95,8,3,0,4
1709,California,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,13770.97618,59207,116,23,21,0,2
1710,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Branch,Four-Door Car,Medsize,2742.844251,64519,69,6,29,1,1
1711,Oregon,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Small,13466.92071,11432,119,11,9,0,2
1712,Nevada,No,Extended,College,Unemployed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Large,8858.352032,0,80,6,28,0,2
1713,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Branch,SUV,Medsize,8485.330004,32607,111,27,79,1,8
1715,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small,5894.907375,39381,74,6,55,1,7
1716,Nevada,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,5770.684097,0,83,21,67,0,8
1717,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Web,Four-Door Car,Small,5261.117506,90217,66,14,88,1,5
1718,Oregon,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,2403.53947,24248,70,33,82,3,1
1719,Arizona,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,9124.600015,99368,113,34,6,0,3
1721,Nevada,No,Extended,Master,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer3,Agent,SUV,Medsize,15641.25856,32370,130,31,84,0,2
1722,Arizona,Yes,Basic,Master,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,2574.020376,34990,65,23,73,0,1
1723,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small,5319.838729,25714,67,17,57,0,5
1724,Oregon,No,Extended,College,Employed,M,Urban,Single,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize,7496.006588,61091,95,17,64,0,8
1725,Arizona,No,Premium,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,12174.58958,88184,104,5,97,3,2
1726,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Medsize,2605.570828,60252,65,10,8,0,1
1727,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,2707.20846,80985,67,0,52,0,1
1728,Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,5528.212807,36088,72,16,31,0,9
1729,California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize,8819.018934,99845,110,23,25,1,8
1731,Oregon,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,8169.513982,40803,71,8,19,3,2
1732,Oregon,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Medsize,7708.883885,71134,98,21,95,3,8
1733,Arizona,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,5528.212807,36088,72,16,31,0,9
1734,Nevada,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer4,Call Center,SUV,Medsize,12128.4467,29431,103,29,35,0,2
1735,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize,9080.28284,68073,114,16,63,0,8
1736,Oregon,No,Basic,College,Medical Leave,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize,6796.844769,17937,65,1,27,0,2
1737,Arizona,Yes,Extended,Bachelor,Retired,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,2867.312197,23376,78,19,18,0,1
1738,California,Yes,Basic,Doctor,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize,2395.57,21986,63,1,9,0,1
1739,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Branch,Four-Door Car,Medsize,7094.167717,23032,89,30,22,0,7
1740,Oregon,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize,4128.091334,32114,104,22,50,0,1
1741,California,No,Basic,Bachelor,Disabled,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Call Center,SUV,Medsize,4046.936065,13330,117,33,74,0,1
1742,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,4869.282783,44934,61,9,60,0,4
1743,Oregon,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer1,Call Center,Two-Door Car,Medsize,2902.151897,96137,73,17,34,2,1
1744,Oregon,Yes,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,4282.947971,40864,109,16,70,1,1
1745,California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize,7750.120323,22668,67,5,34,1,2
1746,Oregon,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,6627.174629,90751,82,2,22,1,8
1747,Oregon,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,7474.605769,44186,64,9,96,2,2
1748,Oregon,No,Basic,College,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Small,5561.291397,92678,70,0,67,0,3
1749,Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large,6098.462114,74257,76,16,91,0,3
1750,California,No,Basic,Bachelor,Employed,M,Urban,Married,Special Auto,Special L2,Offer2,Web,Four-Door Car,Small,2859.52893,99981,71,2,22,0,1
1751,Arizona,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Small,5994.424627,0,91,26,89,0,6
1752,Arizona,No,Basic,College,Medical Leave,F,Rural,Divorced,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,5635.249486,19591,74,8,79,0,4
1753,California,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,SUV,Medsize,5067.208338,29095,127,2,80,0,1
1754,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Agent,Four-Door Car,Medsize,2263.284608,0,62,25,15,0,1
1755,Arizona,Yes,Premium,Master,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer1,Agent,Two-Door Car,Medsize,14435.67365,60880,119,25,89,0,2
1756,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Web,Two-Door Car,Large,4928.397077,61785,61,31,47,0,5
1757,Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Special Auto,Special L1,Offer1,Call Center,SUV,Medsize,12036.62051,44428,104,17,61,0,2
1758,California,Yes,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Sports Car,Medsize,8564.768226,95697,107,29,29,0,9
1759,California,No,Basic,Bachelor,Medical Leave,F,Urban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,2361.883909,18064,63,10,45,2,1
1760,California,No,Basic,High School or Below,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,5565.693282,74720,70,15,99,0,3
1761,California,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,5146.80976,22594,67,22,41,0,3
1762,Arizona,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,2938.080327,40987,73,6,15,0,1
1763,Nevada,No,Extended,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,SUV,Small,14432.74644,24561,126,1,31,0,2
1764,California,No,Extended,College,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Medsize,13027.41984,76456,83,27,34,1,2
1765,California,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,2451.988783,65828,62,22,3,0,1
1766,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,4661.984144,0,68,0,48,1,5
1767,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,5600.010179,63621,70,8,48,0,5
1768,Arizona,No,Basic,College,Medical Leave,M,Rural,Married,Corporate Auto,Corporate L1,Offer2,Web,SUV,Medsize,4016.132772,10074,107,33,42,0,1
1770,Nevada,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,7343.353716,0,68,16,57,0,2
1771,Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Web,Two-Door Car,Medsize,4804.514274,23604,64,4,86,0,8
