,customer,response,effective_to_date,gender_f,gender_m,corporate_auto,personal_auto,special_auto,customer_lifetime_value,total_claim_amount,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_combined_Corporate Auto_L1,policy_combined_Corporate Auto_L2,policy_combined_Corporate Auto_L3,policy_combined_Personal Auto_L1,policy_combined_Personal Auto_L2,policy_combined_Personal Auto_L3,policy_combined_Special Auto_L1,policy_combined_Special Auto_L2,policy_combined_Special Auto_L3,renew_offer_type_Offer1,renew_offer_type_Offer2,renew_offer_type_Offer3,renew_offer_type_Offer4,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,employmentstatus_Disabled,employmentstatus_Employed,employmentstatus_Medical Leave,employmentstatus_Retired,employmentstatus_Unemployed,location_code_Rural,location_code_Suburban,location_code_Urban,vehicle_size_Large,vehicle_size_Medsize,vehicle_size_Small,coverage_Basic,coverage_Extended,coverage_Premium,education_Bachelor,education_College,education_Doctor,education_High School or Below,education_Master,day,week,month
1796,IL40123,0,2011-01-27,1,0,1,0,0,0.2710630553954485,0.4905660829591334,83640,70,20,13,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,27,4,1
1797,MY32149,0,2011-01-18,1,0,0,1,0,0.12787483151877435,0.0295427882652237,0,96,2,88,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,18,3,1
1798,SA91515,0,2011-01-28,0,1,0,1,0,0.1497406823271332,0.72941467545275,0,111,35,68,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,28,4,1
1799,SA25987,0,2011-01-29,0,1,0,1,0,0.11303454180561034,0.5198879906208934,0,104,13,29,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,29,4,1
1800,TB86706,0,2011-01-15,0,1,0,1,0,0.043224814285121094,0.0035102577706818986,0,66,8,11,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,15,2,1
1801,ZL73902,1,2011-01-26,1,0,0,1,0,0.09773708593774091,0.4098898688388229,25820,82,10,69,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,26,4,1
1802,KX23516,0,2011-02-20,1,0,0,1,0,0.18285897912389762,0.7286502510052973,0,121,16,64,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,20,7,2
1803,FN77294,0,2011-02-24,0,1,0,1,0,0.4151373300309078,0.5048882467415202,30366,101,25,13,2,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,24,8,2
1804,VI78454,0,2011-01-22,0,1,0,1,0,0.06095910252957226,0.34989089332132983,51789,70,8,34,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,22,3,1
1805,FP59138,1,2011-01-31,0,1,0,1,0,0.7954034605282412,0.9373808619301158,0,125,6,61,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,31,5,1
1806,XN62489,1,2011-02-17,0,1,1,0,0,0.0457976522935806,0.3548908079477876,18608,71,13,24,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,17,7,2
1807,GP66031,0,2011-01-24,1,0,1,0,0,0.04918121333592812,0.11092825381673274,83758,64,27,34,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,24,4,1
1808,IX68587,1,2011-01-28,1,0,0,1,0,0.2286717280461911,0.32489132018904104,22886,65,9,81,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,28,4,1
1809,HX17929,1,2011-02-19,1,0,0,1,0,0.5851776769421448,0.5951779571280487,11828,90,18,84,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,19,7,2
1810,IC59236,0,2011-01-28,1,0,1,0,0,0.21771327462547116,0.11918070769774937,44762,62,14,11,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,28,4,1
1811,HP87787,1,2011-01-21,0,1,1,0,0,0.49614428158583723,0.13887950571577323,82664,114,24,10,3,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,21,3,1
1812,AL78075,0,2011-02-13,0,1,0,1,0,0.136704844734469,0.8098830389554431,0,108,7,57,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,13,6,2
1813,WA97671,0,2011-01-17,0,1,0,1,0,0.3171612250526441,0.3148914909361255,0,63,1,21,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,17,3,1
1814,QZ77637,0,2011-02-06,1,0,1,0,0,0.698246609738994,0.17361573655296503,84978,72,12,51,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,6,5,2
1815,FP11777,1,2011-01-18,0,1,1,0,0,0.6487020832492963,0.6848851732939993,24164,137,2,40,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,18,3,1
1816,ID45268,0,2011-01-08,1,0,0,1,0,0.29374812793648775,0.5091700632128373,0,80,5,10,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,8,1,1
1817,AX86150,0,2011-02-09,0,1,0,1,0,0.05423964343251683,0.10540347315236258,62777,67,34,32,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,9,6,2
1818,MW57614,1,2011-01-11,1,0,0,1,0,0.03298649862130257,0.36696822151761754,19864,63,22,96,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,11,2,1
1819,TJ30081,1,2011-02-10,0,1,0,1,0,0.7248066677119014,0.5198879906208934,44428,104,17,61,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,10,6,2
1820,FW44940,0,2011-02-10,1,0,0,1,0,0.46964315974419235,0.6840500125543689,21139,113,15,93,0,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,10,6,2
1821,CS55808,0,2011-01-30,0,1,0,1,0,0.5357833277074553,0.8864924246001832,0,88,4,52,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,30,4,1
1822,WZ61178,0,2011-01-05,1,0,0,1,0,0.23800522339478727,0.4959869226899617,11896,69,29,57,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,5,1,1
1823,IV55977,0,2011-02-11,0,1,0,1,0,0.05688806316887504,0.3648906372007031,0,73,35,87,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,11,6,2
1824,YC67208,1,2011-01-05,0,1,0,1,0,0.023524772863579846,0.3048916616832101,27972,61,7,38,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,5,1,1
1825,LZ89773,0,2011-02-17,0,1,0,1,0,0.0306588813157275,0.6506268499215375,0,62,26,98,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,17,7,2
1826,VF73104,0,2011-02-06,1,0,0,1,0,0.2229636109598853,0.14013368638397164,20868,63,19,13,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,6,5,2
1827,OC80343,0,2011-01-04,0,1,0,1,0,0.41892383770295283,0.20702305153972828,49682,101,30,49,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,4,1,1
1828,EL89222,1,2011-01-14,1,0,0,1,0,0.47977832259439723,0.3009758264627631,79090,107,2,74,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,14,2,1
1829,QB14114,0,2011-01-13,1,0,0,1,0,0.24142433084534773,0.4476609895219372,81850,132,1,75,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,13,2,1
1830,HM41195,0,2011-01-02,0,1,0,1,0,0.2751152415567275,0.5414325206647096,22906,76,17,27,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,52,1
1831,JT41591,0,2011-02-14,0,1,0,1,0,0.05776226665003681,0.4148897834652806,0,83,15,85,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,14,7,2
1832,HE15857,0,2011-02-18,0,1,0,1,0,0.306566362666264,0.4345601663434929,37138,83,12,1,2,9,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,18,7,2
1833,JC33752,0,2011-01-21,1,0,0,1,0,0.3131133495074576,0.4687735259003785,21024,82,32,8,1,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,21,3,1
1834,JA25453,0,2011-02-25,0,1,0,1,0,0.3801690325061814,0.77238367925701,0,103,25,80,0,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,25,8,2
1835,AJ69778,0,2011-02-16,1,0,0,1,0,0.3300268158646602,0.10236622917997007,77135,84,3,37,3,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,16,7,2
1836,EY89842,0,2011-02-15,0,1,1,0,0,0.16572659563665873,0.8548822705935628,0,114,3,70,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,15,7,2
1837,TG69238,0,2011-01-08,1,0,0,1,0,0.8050003802234769,0.4821806511403817,72845,108,13,28,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,8,1,1
1838,UI63465,0,2011-01-18,1,0,1,0,0,0.07288604973505233,0.36989055182716085,51622,74,29,32,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,18,3,1
1839,WX33904,0,2011-01-17,0,1,0,0,1,0.3186776968200422,0.3048916616832101,0,61,25,79,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,17,3,1
1840,HA20933,0,2011-01-07,1,0,0,1,0,0.8129519938684605,0.569887136885471,15616,114,20,96,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,7,1,1
1841,BU16704,0,2011-02-08,1,0,0,1,0,0.28468988283672614,0.6148863685235907,0,82,31,25,0,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,8,6,2
1842,JV68002,1,2011-01-25,0,1,1,0,0,0.28801221635906893,0.47988867360923143,23091,96,28,90,5,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,25,4,1
1843,PM78410,0,2011-01-24,1,0,0,1,0,0.15893914051518857,0.5023882894282913,0,67,7,8,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,24,4,1
1844,PU92298,0,2011-01-27,1,0,0,1,0,0.43309514070214417,0.36989055182716085,22699,74,11,76,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,27,4,1
1845,WV57813,0,2011-02-18,1,0,0,1,0,0.23124616706709564,0.5473875210664111,0,73,21,31,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,18,7,2
1846,EW86465,0,2011-02-07,0,1,1,0,0,0.20457619549705533,0.42080031066802864,26747,61,11,44,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,7,6,2
1847,UW70224,0,2011-01-26,1,0,0,1,0,0.052897728561431184,0.37064309314418453,63422,66,8,68,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,26,4,1
1848,LU12532,1,2011-02-19,1,0,0,1,0,0.3292380308834172,0.4703787411996606,22081,84,1,9,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,19,7,2
1849,BH43379,0,2011-01-02,1,0,0,1,0,0.08935971207572346,0.22477303387544656,29698,83,17,89,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,52,1
1850,GV59387,0,2011-01-08,1,0,0,1,0,0.2659759352559318,0.25161790987418886,24518,74,23,62,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,8,1,1
1851,LQ76410,1,2011-01-05,0,1,0,0,1,0.09526499382675305,0.2163013618625795,62873,81,0,41,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,5,1,1
1852,MF19231,0,2011-02-22,0,1,0,1,0,0.3958148483789903,0.4698888443563159,28377,94,26,99,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,22,8,2
1853,XS47087,0,2011-01-22,0,1,0,1,0,0.7017985761295914,0.4998883321150624,21102,100,0,81,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,22,3,1
1854,IL56791,0,2011-02-11,0,1,0,1,0,0.007990067111471294,0.32489132018904104,0,65,12,57,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,11,6,2
1855,UV88036,0,2011-02-17,1,0,0,1,0,0.3379651907559663,0.5616382683599009,0,88,2,43,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,17,7,2
1856,SE76116,0,2011-01-29,0,1,0,1,0,0.5483050211892746,0.23029744267116636,81410,119,8,86,0,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,29,4,1
1857,PL78574,1,2011-02-27,0,1,0,1,0,0.7334361505265067,0.5148880759944356,57449,103,6,28,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,27,8,2
1858,NV69875,0,2011-01-22,0,1,1,0,0,0.07566119788136463,0.014092745824698374,40901,74,2,36,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,22,3,1
1859,MC38650,0,2011-02-02,0,1,0,1,0,0.14765396617213408,0.17888344764846473,88701,99,7,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,5,2
1860,No73819,0,2011-01-15,1,0,0,1,0,0.6432674770667577,0.6848851732939993,29365,137,14,78,0,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,15,2,1
1861,OW84864,0,2011-01-31,1,0,0,1,0,0.2990444302353925,0.4098898688388229,0,82,26,33,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,31,5,1
1862,WQ54314,0,2011-01-19,1,0,0,1,0,0.27446519175664374,0.3648906372007031,56455,73,17,5,2,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,19,3,1
1863,EN77569,1,2011-01-28,1,0,0,0,1,0.1365535628916831,0.4698888443563159,94903,94,3,38,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,28,4,1
1864,YP47665,0,2011-01-25,0,1,0,1,0,0.2509935578508423,0.09905471489074323,80192,67,22,24,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,25,4,1
1865,QO54008,0,2011-01-08,0,1,0,1,0,0.8236609269796215,0.8621594411275426,0,122,15,11,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,8,1,1
1866,EQ59908,1,2011-01-16,0,1,1,0,0,0.09579541500468944,0.3397679776284486,60244,83,3,72,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,16,2,1
1867,YU72540,0,2011-02-08,1,0,0,1,0,0.6047759337204753,0.12855362682182203,52735,65,21,19,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,8,6,2
1868,BZ50261,0,2011-01-14,1,0,0,1,0,0.6950167202980397,0.026288754244521272,78275,72,12,36,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,14,2,1
1869,QE92747,0,2011-01-13,1,0,1,0,0,0.4511750501800784,0.509888161367978,77282,102,8,54,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,13,2,1
1870,KG83280,1,2011-02-12,1,0,0,1,0,0.0856806914964843,0.3948901249594496,21604,79,14,28,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,12,6,2
1871,IL42365,0,2011-01-29,1,0,0,1,0,0.20777422890101435,0.8209316773832752,51962,125,8,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,29,4,1
1872,FI86516,0,2011-01-26,1,0,1,0,0,0.20646570802542932,0.509888161367978,0,68,4,67,0,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,26,4,1
1873,FV14881,0,2011-02-28,1,0,0,1,0,1.0000000000000002,0.9848800508814645,56362,197,30,47,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,28,9,2
1874,RR54950,0,2011-02-27,0,1,0,0,1,0.2421408266295769,0.3298912348154988,85753,66,23,14,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,27,8,2
1875,FC70869,0,2011-02-01,1,0,0,1,0,0.07487567297467013,0.37989038108007633,36167,76,9,79,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,5,2
1876,HO50571,1,2011-02-14,1,0,0,1,0,0.5941454005337568,0.6448858562823373,35482,129,21,59,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,14,7,2
