,customer,state,response,coverage,education,effective_to_date,employmentstatus,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,gender_f,gender_m,policy_combined,corporate_auto,personal_auto,special_auto,customer_lifetime_value,total_claim_amount,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
2517,UR73910,California,0,Basic,College,2011-01-25,Employed,Urban,Married,Offer4,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0,2602.24525,236.842746,38166,67,25,5,1,1
2518,KG63751,Washington,0,Extended,High School or Below,2011-02-23,Unemployed,Suburban,Married,Offer1,Agent,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,6751.437153,456.0,0,95,14,78,0,9
2519,NK39001,Oregon,0,Extended,Bachelor,2011-02-09,Medical Leave,Urban,Married,Offer3,Branch,Two-Door Car,Large,1,0,Personal Auto_L3,0,1,0,3621.68883,285.825083,13457,94,31,28,0,1
2520,HR85493,California,0,Basic,College,2011-01-10,Unemployed,Suburban,Single,Offer3,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,6896.088021,326.4,0,68,10,53,0,2
2521,QC50643,California,0,Extended,Bachelor,2011-01-25,Employed,Urban,Married,Offer1,Branch,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,5438.696611,550.127548,52721,136,34,29,0,1
2522,LO90345,Oregon,0,Basic,College,2011-02-24,Employed,Rural,Married,Offer2,Web,Luxury SUV,Small,1,0,Corporate Auto_L3,1,0,0,14472.583,75.698305,22012,185,5,69,0,5
2523,WK64739,Arizona,1,Basic,Bachelor,2011-01-11,Disabled,Suburban,Divorced,Offer1,Web,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,2359.423599,352.394515,19864,63,22,96,0,1
2524,QK88438,Arizona,0,Basic,College,2011-02-19,Employed,Rural,Single,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5323.267311,134.124254,55289,67,10,71,0,3
2525,QX42433,California,0,Extended,College,2011-02-24,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,7390.903278,501.092992,30449,92,23,47,0,3
2526,BH52611,California,0,Premium,Bachelor,2011-01-14,Employed,Urban,Married,Offer1,Branch,SUV,Medsize,1,0,Personal Auto_L2,0,1,0,11447.5071,422.78411,27362,144,23,28,0,8
2527,SA77508,Oregon,0,Basic,High School or Below,2011-02-03,Employed,Rural,Married,Offer2,Branch,Four-Door Car,Large,1,0,Personal Auto_L3,0,1,0,5754.853121,29.303915,29460,72,3,18,0,5
2528,HD99234,Oregon,0,Extended,College,2011-02-19,Unemployed,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,10244.2435,451.2,0,94,23,34,0,2
2529,DE37110,California,0,Basic,Master,2011-02-13,Employed,Rural,Single,Offer1,Call Center,Sports Car,Medsize,0,1,Personal Auto_L3,0,1,0,4645.569555,200.641734,42532,118,13,32,0,1
2530,DJ93289,California,0,Basic,High School or Below,2011-02-26,Employed,Rural,Married,Offer4,Agent,Two-Door Car,Large,1,0,Personal Auto_L3,0,1,0,4887.344366,71.980757,66707,61,19,24,0,8
2531,AC40767,Washington,0,Basic,Bachelor,2011-02-01,Employed,Urban,Single,Offer4,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,2497.808174,165.570243,68041,64,10,47,0,1
2532,GA79817,Arizona,0,Basic,Bachelor,2011-02-05,Unemployed,Suburban,Single,Offer3,Call Center,Four-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0,2369.111588,468.0,0,65,8,91,0,1
2533,QH62059,California,0,Basic,Bachelor,2011-02-17,Unemployed,Suburban,Divorced,Offer1,Web,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,4490.597249,307.2,0,64,26,11,1,7
2534,ZS35053,Arizona,0,Extended,High School or Below,2011-01-07,Employed,Suburban,Divorced,Offer1,Agent,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0,3719.247732,465.6,40968,97,29,53,1,1
2535,II37804,Nevada,0,Basic,Bachelor,2011-02-08,Employed,Urban,Married,Offer1,Agent,SUV,Small,0,1,Personal Auto_L3,0,1,0,4198.030023,344.765129,39913,106,16,61,0,1
2536,GE63585,California,0,Basic,Bachelor,2011-02-07,Employed,Urban,Divorced,Offer1,Call Center,Two-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,2420.711888,199.551735,31710,62,5,29,0,1
2537,UV86903,California,1,Basic,Bachelor,2011-01-30,Unemployed,Suburban,Single,Offer1,Web,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,4462.997006,350.4,0,73,35,52,3,5
2538,JL71713,California,0,Extended,Bachelor,2011-01-05,Employed,Urban,Married,Offer3,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,6291.655714,219.362643,89113,78,18,68,0,8
2539,DO60145,Arizona,1,Extended,College,2011-01-19,Unemployed,Suburban,Married,Offer2,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,4270.034394,725.870693,0,122,27,2,0,1
2540,FC59209,California,0,Basic,Bachelor,2011-01-09,Unemployed,Suburban,Married,Offer4,Call Center,Four-Door Car,Large,1,0,Personal Auto_L1,0,1,0,2460.665175,321.6,0,67,30,13,0,1
2541,EY13576,Oregon,0,Basic,College,2011-01-09,Unemployed,Suburban,Married,Offer1,Web,SUV,Medsize,1,0,Personal Auto_L2,0,1,0,7374.077921,528.0,0,110,19,87,4,3
2542,RC61383,Oregon,0,Basic,High School or Below,2011-01-17,Employed,Suburban,Single,Offer4,Branch,SUV,Small,0,1,Personal Auto_L2,0,1,0,11925.71535,631.594469,28014,104,14,37,0,2
2543,PO80505,Nevada,0,Basic,College,2011-01-02,Disabled,Suburban,Married,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,4223.274671,523.2,14170,109,9,10,0,1
2544,MD17521,Oregon,0,Extended,High School or Below,2011-01-31,Employed,Urban,Married,Offer2,Web,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,10298.38586,359.484342,64825,129,1,78,0,4
2545,YV93921,California,0,Basic,Bachelor,2011-02-27,Employed,Rural,Single,Offer3,Web,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,5229.741907,29.884537,77357,67,24,38,0,8
2546,JP64518,Nevada,0,Basic,Bachelor,2011-01-15,Employed,Suburban,Divorced,Offer1,Call Center,Two-Door Car,Small,0,1,Corporate Auto_L2,1,0,0,2402.81597,298.626189,21629,62,19,54,0,1
2547,OI98135,Washington,1,Basic,High School or Below,2011-01-23,Employed,Suburban,Single,Offer2,Web,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,3933.813993,674.973614,25927,103,6,20,0,1
2548,XS97845,Oregon,0,Premium,College,2011-02-13,Employed,Urban,Divorced,Offer1,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,4299.838835,496.843023,44388,113,10,74,1,1
2549,DL20327,Oregon,0,Basic,College,2011-01-08,Employed,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,7635.554626,287.453171,54539,63,5,74,0,2
2550,GD86131,California,1,Basic,College,2011-02-02,Medical Leave,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0,2722.210707,398.502948,17576,71,29,70,0,1
2551,ID21061,Arizona,0,Extended,Master,2011-02-04,Employed,Urban,Married,Offer2,Web,Four-Door Car,Large,1,0,Personal Auto_L3,0,1,0,7291.599536,411.671832,84629,90,19,17,0,5
2552,BE65350,Oregon,0,Basic,High School or Below,2011-01-11,Employed,Suburban,Married,Offer1,Agent,Two-Door Car,Large,1,0,Personal Auto_L3,0,1,0,5261.037541,409.684798,43573,66,30,64,0,5
2553,YR84813,Oregon,0,Premium,College,2011-01-17,Unemployed,Suburban,Single,Offer3,Call Center,Four-Door Car,Medsize,0,1,Special Auto_L2,0,0,1,10575.94816,756.0,0,105,7,91,0,2
2554,JZ28301,Oregon,0,Basic,College,2011-02-28,Employed,Urban,Married,Offer4,Call Center,Four-Door Car,Large,1,0,Personal Auto_L3,0,1,0,5552.331515,215.728468,35011,70,7,91,0,8
2555,HL40930,Oregon,0,Extended,Bachelor,2011-02-22,Employed,Rural,Single,Offer2,Branch,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0,7150.225367,224.711836,63651,92,19,10,0,3
2556,HL33607,Washington,1,Basic,College,2011-02-14,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Large,0,1,Personal Auto_L2,0,1,0,8717.049833,355.2,83846,74,22,94,3,2
2557,AG32304,Nevada,0,Basic,College,2011-01-03,Employed,Rural,Married,Offer1,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5418.726537,90.524457,39133,67,25,26,0,3
2558,JX26859,California,1,Extended,Doctor,2011-02-01,Employed,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,3528.044252,441.6,31278,92,24,95,4,1
2559,ZV32968,Oregon,1,Basic,High School or Below,2011-02-28,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,7285.030983,386.031248,44788,61,6,48,0,2
2560,SO95845,California,0,Basic,College,2011-01-07,Employed,Rural,Single,Offer4,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5807.659307,133.977857,62447,74,9,2,0,7
2561,GL32197,Oregon,0,Basic,College,2011-02-07,Employed,Rural,Married,Offer3,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,5068.264582,22.962412,31475,64,6,3,1,3
2562,SC11374,Nevada,0,Basic,College,2011-02-28,Employed,Rural,Married,Offer2,Agent,SUV,Medsize,1,0,Corporate Auto_L3,1,0,0,8797.829644,3.55,80780,109,26,11,0,3
2563,RT29777,Oregon,0,Basic,Bachelor,2011-02-12,Employed,Urban,Divorced,Offer1,Branch,SUV,Small,1,0,Personal Auto_L3,0,1,0,4439.900652,359.36848,88613,111,5,59,0,1
2564,OB73235,California,0,Basic,College,2011-02-11,Employed,Rural,Single,Offer1,Agent,Two-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,2404.459452,110.556062,45949,62,0,70,0,1
2565,MV41462,Arizona,0,Basic,Bachelor,2011-01-13,Employed,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,5066.634057,307.2,35596,64,11,92,0,3
2566,FM67585,California,0,Basic,High School or Below,2011-01-15,Employed,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,5890.528762,17.375878,76875,73,21,4,0,9
2567,KG57925,California,0,Basic,Bachelor,2011-01-16,Employed,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,2410.498573,292.8,41842,61,1,14,0,1
2568,IY24560,California,0,Basic,Bachelor,2011-02-11,Medical Leave,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,5288.240125,518.4,28884,72,27,9,1,3
2569,XN90861,Arizona,0,Basic,Bachelor,2011-01-05,Employed,Urban,Married,Offer2,Web,Two-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,5534.576395,178.700204,71560,69,14,46,0,5
2570,WS84995,Nevada,0,Extended,Master,2011-01-25,Unemployed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,9202.638441,384.0,0,80,8,71,0,2
2571,ZZ49347,Oregon,1,Basic,High School or Below,2011-01-02,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,2592.437797,312.0,72421,65,8,23,0,1
2572,XX85323,Arizona,0,Premium,Master,2011-02-07,Employed,Suburban,Married,Offer4,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,8019.856041,955.2,54702,199,5,42,0,1
2573,JO64487,California,0,Extended,High School or Below,2011-02-24,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Large,1,0,Special Auto_L2,0,0,1,6943.741598,547.2,0,76,4,43,5,2
2574,TO55363,Oregon,0,Basic,High School or Below,2011-01-28,Employed,Suburban,Married,Offer4,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,13367.86562,407.887715,57335,67,22,18,0,2
2575,UE67791,Arizona,0,Basic,College,2011-01-09,Unemployed,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,5885.335302,482.4,0,67,9,20,3,2
2576,JN69287,California,0,Extended,High School or Below,2011-01-08,Employed,Suburban,Married,Offer1,Agent,Two-Door Car,Small,0,1,Personal Auto_L2,0,1,0,3479.760165,490.638202,35033,87,26,53,0,1
2577,AT55072,Arizona,0,Premium,College,2011-02-04,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,9103.8997,684.948527,65733,113,13,6,0,3
2578,LV34368,California,0,Basic,Bachelor,2011-02-27,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Special Auto_L3,0,0,1,4813.284447,472.611522,0,69,30,44,0,3
2579,QU40939,Arizona,0,Extended,College,2011-02-06,Unemployed,Suburban,Single,Offer4,Web,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,9575.7578,633.6,0,88,3,64,0,2
2580,KW33804,Nevada,0,Basic,High School or Below,2011-01-03,Employed,Rural,Divorced,Offer4,Branch,Four-Door Car,Large,0,1,Personal Auto_L1,0,1,0,8090.884414,48.051339,86180,69,11,43,4,2
2581,IA42992,Arizona,0,Basic,High School or Below,2011-01-19,Employed,Suburban,Married,Offer1,Agent,SUV,Medsize,0,1,Special Auto_L3,0,0,1,8267.119555,499.2,36881,104,5,25,0,3
2582,CZ19025,Oregon,0,Basic,High School or Below,2011-01-26,Employed,Suburban,Single,Offer1,Web,Four-Door Car,Small,1,0,Personal Auto_L1,0,1,0,2489.16729,545.083116,47888,64,23,16,1,1
2583,EN54716,Oregon,1,Basic,Doctor,2011-01-27,Disabled,Suburban,Divorced,Offer2,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,2395.57,333.696228,21986,63,1,9,0,1
2584,UF27940,Washington,0,Basic,College,2011-01-17,Employed,Suburban,Married,Offer2,Call Center,SUV,Medsize,1,0,Corporate Auto_L3,1,0,0,3863.309585,480.0,47199,100,3,65,3,1
2585,QD36118,Oregon,0,Basic,College,2011-01-22,Unemployed,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,5173.485319,331.2,0,69,30,69,0,9
2586,XI52305,California,1,Basic,Bachelor,2011-01-11,Employed,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,4984.618655,80.73124,86305,62,1,99,0,5
2587,HZ25580,Washington,0,Basic,High School or Below,2011-01-31,Employed,Suburban,Divorced,Offer2,Agent,Two-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,2396.192355,346.991025,39062,61,2,20,0,1
2588,JY97451,California,0,Basic,College,2011-01-08,Disabled,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2631.87754,238.952528,16976,69,23,54,0,1
2589,US78266,California,0,Basic,High School or Below,2011-01-22,Unemployed,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0,6993.838856,468.0,0,65,29,35,2,2
2590,SX25962,Arizona,0,Basic,College,2011-02-18,Employed,Rural,Single,Offer3,Branch,Luxury Car,Medsize,0,1,Personal Auto_L2,0,1,0,15055.53836,273.702709,83283,193,11,46,1,3
2591,XQ12791,California,0,Extended,High School or Below,2011-01-21,Employed,Suburban,Divorced,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,3401.881747,691.709371,41972,86,20,23,0,1
2592,EU59853,California,0,Premium,College,2011-02-20,Employed,Rural,Married,Offer4,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,4126.61326,220.644418,34080,107,11,48,1,1
2593,QR21417,California,1,Basic,Bachelor,2011-01-30,Unemployed,Suburban,Single,Offer1,Web,Two-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,4462.997006,350.4,0,73,35,52,3,5
2594,CI27304,California,0,Extended,College,2011-01-13,Employed,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,9320.090224,329.980754,40269,81,0,71,2,2
2595,WJ52097,Oregon,0,Extended,Bachelor,2011-01-04,Employed,Suburban,Divorced,Offer2,Web,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0,3663.740198,436.8,61894,91,3,21,0,1
2596,FT65961,California,0,Basic,College,2011-02-02,Employed,Suburban,Married,Offer3,Branch,Four-Door Car,Small,1,0,Corporate Auto_L3,1,0,0,4962.208409,339.906034,23300,63,3,35,1,4
2597,DP87594,Oregon,0,Basic,Bachelor,2011-02-03,Employed,Urban,Married,Offer1,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2816.758764,265.629611,66023,70,11,94,0,1
2598,KP96020,Arizona,0,Basic,Bachelor,2011-02-27,Employed,Urban,Married,Offer1,Agent,Sports Car,Small,1,0,Corporate Auto_L2,1,0,0,4330.769101,416.8496,39660,107,3,46,0,1
2599,HQ15974,Nevada,0,Extended,College,2011-02-13,Unemployed,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,8262.879764,32.508635,0,76,4,51,1,2
2600,VE98553,Oregon,0,Premium,Bachelor,2011-02-28,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0,4666.643522,784.186389,60466,117,14,3,0,1
2601,ME44353,Oregon,0,Basic,College,2011-02-09,Employed,Urban,Married,Offer3,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,5876.054314,250.454012,32848,74,2,59,0,5
2602,AE62631,Oregon,0,Basic,Bachelor,2011-02-28,Employed,Suburban,Married,Offer4,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,8427.723769,373.324673,20662,72,10,99,0,2
2603,GX29162,Arizona,0,Premium,High School or Below,2011-01-24,Employed,Rural,Married,Offer1,Web,Two-Door Car,Small,1,0,Personal Auto_L3,0,1,0,13023.9329,16.425514,64985,108,23,94,0,2
2604,LY69932,Oregon,0,Basic,High School or Below,2011-02-11,Employed,Suburban,Married,Offer4,Web,Sports Car,Small,0,1,Personal Auto_L3,0,1,0,8209.59982,494.4,68022,103,3,26,0,3
2605,YY74036,California,0,Basic,College,2011-02-20,Employed,Rural,Divorced,Offer1,Call Center,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,2464.238061,91.941259,72834,65,12,81,3,1
2606,DP92488,Washington,0,Basic,Doctor,2011-01-14,Employed,Suburban,Married,Offer4,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,2727.520769,321.6,74592,67,9,30,0,1
2607,FO74055,California,0,Extended,College,2011-01-16,Employed,Rural,Married,Offer4,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,3086.013544,53.095599,73938,76,34,48,0,1
2608,VF83291,Oregon,0,Basic,College,2011-01-13,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L1,0,1,0,4836.054291,632.081402,0,69,12,89,0,8
2609,OU76593,Oregon,0,Extended,College,2011-01-21,Unemployed,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,6912.03963,460.8,0,96,11,55,0,5
2610,HO40387,California,0,Basic,Master,2011-01-01,Unemployed,Suburban,Married,Offer4,Call Center,Two-Door Car,Small,0,1,Personal Auto_L3,0,1,0,2570.761765,345.6,0,72,0,93,3,1
2611,GR37045,Nevada,0,Extended,Bachelor,2011-02-06,Unemployed,Suburban,Single,Offer2,Web,Four-Door Car,Small,1,0,Corporate Auto_L2,1,0,0,2991.696011,576.0,0,80,9,96,0,1
2612,KZ84621,Nevada,0,Basic,High School or Below,2011-01-31,Employed,Urban,Married,Offer4,Web,SUV,Small,1,0,Personal Auto_L3,0,1,0,8253.266591,411.228571,62375,103,35,71,1,3
2613,FR82361,Arizona,0,Extended,Doctor,2011-01-23,Employed,Suburban,Single,Offer1,Branch,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0,10477.77713,422.4,61427,88,24,12,0,2
2614,UX32931,California,0,Basic,College,2011-01-16,Employed,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,1,0,Corporate Auto_L1,1,0,0,5184.94945,230.104769,49312,65,30,55,1,4
2615,QA68548,California,0,Basic,High School or Below,2011-02-08,Unemployed,Suburban,Single,Offer2,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,10634.83711,292.8,0,61,35,71,0,2
2616,QV40364,California,1,Basic,High School or Below,2011-01-19,Medical Leave,Suburban,Married,Offer2,Call Center,SUV,Medsize,1,0,Personal Auto_L1,0,1,0,15114.40241,480.0,28513,100,4,22,1,2
2617,TY87896,California,0,Basic,High School or Below,2011-01-23,Unemployed,Suburban,Married,Offer2,Branch,SUV,Medsize,0,1,Personal Auto_L2,0,1,0,11875.89915,518.4,0,108,23,55,0,2
2618,CV75841,California,0,Premium,College,2011-01-25,Employed,Rural,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,4369.496687,74.744643,97321,110,35,46,0,1
2619,YO62357,California,0,Basic,College,2011-01-15,Employed,Rural,Single,Offer1,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,7432.856752,18.965718,58839,65,4,65,3,2
2620,YN19139,Nevada,0,Basic,High School or Below,2011-01-11,Unemployed,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,2558.762931,518.4,0,72,4,14,0,1
2621,PE63707,Nevada,0,Basic,Bachelor,2011-02-01,Employed,Suburban,Married,Offer1,Web,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,5452.171237,321.6,88567,67,9,89,0,9
2622,NS74173,Nevada,0,Basic,College,2011-02-21,Employed,Rural,Married,Offer2,Branch,Two-Door Car,Medsize,0,1,Corporate Auto_L1,1,0,0,2968.077571,57.678779,91646,74,12,10,0,1
2623,AC24378,Arizona,0,Extended,High School or Below,2011-01-19,Employed,Urban,Married,Offer4,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,7477.176362,262.746281,48552,94,5,54,0,9
2624,XR71687,Oregon,0,Basic,Bachelor,2011-01-07,Employed,Rural,Married,Offer2,Agent,SUV,Medsize,0,1,Personal Auto_L2,0,1,0,9407.452895,294.905685,31485,118,17,79,0,6
2625,GJ70481,Arizona,0,Basic,High School or Below,2011-01-03,Unemployed,Suburban,Single,Offer3,Agent,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,4428.038374,628.801638,0,64,6,47,0,8
2626,YI95434,California,0,Basic,College,2011-02-17,Employed,Suburban,Divorced,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2907.898828,350.4,51020,73,16,88,0,1
2627,RL34830,California,0,Extended,College,2011-01-31,Employed,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0,7644.763153,465.6,43838,97,11,37,0,7
2628,CA96568,Oregon,0,Extended,College,2011-01-16,Unemployed,Suburban,Married,Offer1,Agent,SUV,Small,0,1,Corporate Auto_L3,1,0,0,9709.746073,827.085431,0,133,11,30,0,7
2629,UO16539,Washington,0,Basic,Bachelor,2011-01-26,Employed,Suburban,Single,Offer2,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,8439.615236,556.097027,22454,110,5,75,2,3
2630,NP18074,Arizona,0,Basic,Bachelor,2011-02-24,Employed,Suburban,Married,Offer1,Call Center,SUV,Small,1,0,Personal Auto_L3,0,1,0,4209.682602,533.255723,57933,105,10,64,0,1
2631,TW45475,Nevada,0,Extended,College,2011-01-09,Unemployed,Suburban,Married,Offer1,Branch,SUV,Small,0,1,Personal Auto_L3,0,1,0,8556.418397,595.2,0,124,7,2,3,6
2632,JZ15681,California,0,Extended,High School or Below,2011-01-10,Employed,Urban,Divorced,Offer3,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,3624.901612,354.455466,37843,92,2,17,0,1
2633,ZZ31825,Oregon,0,Basic,Bachelor,2011-01-25,Unemployed,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,2519.918897,482.4,0,67,11,26,0,1
2634,TF77410,Arizona,0,Basic,College,2011-02-02,Employed,Suburban,Single,Offer2,Branch,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,4819.183706,421.235276,74730,61,18,84,0,6
2635,HI16452,Oregon,0,Extended,High School or Below,2011-02-01,Unemployed,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,0,1,Special Auto_L3,0,0,1,3028.780121,483.881752,0,94,27,52,1,1
2636,CW98845,Oregon,0,Basic,Bachelor,2011-02-24,Unemployed,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,2316.796105,307.2,0,64,2,80,0,1
2637,NI99807,Oregon,1,Basic,College,2011-01-21,Employed,Suburban,Married,Offer2,Branch,SUV,Small,0,1,Personal Auto_L2,0,1,0,13869.92705,612.300581,28432,118,1,59,0,2
2638,GU60969,Arizona,0,Basic,Bachelor,2011-01-02,Retired,Suburban,Single,Offer1,Agent,Four-Door Car,Large,0,1,Corporate Auto_L2,1,0,0,2342.01381,321.6,19581,67,2,94,0,1
2639,FS67103,Oregon,0,Extended,Bachelor,2011-01-16,Unemployed,Suburban,Single,Offer3,Web,Two-Door Car,Medsize,0,1,Special Auto_L2,0,0,1,2747.771656,576.0,0,80,12,14,0,1
2640,FQ24929,Oregon,1,Basic,Master,2011-01-13,Employed,Suburban,Married,Offer1,Branch,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,5479.555081,326.4,56005,68,31,30,1,3
