,Customer,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,customer_id,Year,Effective To Date
2900,MD,Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer2,Web,SUV,Medsize,17521,2011,2011-01-31
2901,YV,California,No,Basic,Bachelor,Employed,M,Rural,Single,Personal Auto,Offer3,Web,Four-Door Car,Medsize,93921,2011,2011-02-27
2902,JP,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Offer1,Call Center,Two-Door Car,Small,64518,2011,2011-01-15
2903,OI,Washington,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Web,SUV,Medsize,98135,2011,2011-01-23
2904,XS,Oregon,No,Premium,College,Employed,M,Urban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,97845,2011,2011-02-13
2905,DL,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,20327,2011,2011-01-08
2906,GD,California,Yes,Basic,College,Medical Leave,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize,86131,2011,2011-02-02
2907,ID,Arizona,No,Extended,Master,Employed,F,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car,Large,21061,2011,2011-02-04
2908,EN,Arizona,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Medsize,65835,2011,2011-01-06
2909,BE,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Large,65350,2011,2011-01-11
2910,GI,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,82721,2011,2011-02-21
2911,YR,Oregon,No,Premium,College,Unemployed,M,Suburban,Single,Special Auto,Offer3,Call Center,Four-Door Car,Medsize,84813,2011,2011-01-17
2912,JZ,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Large,28301,2011,2011-02-28
2913,HL,Oregon,No,Extended,Bachelor,Employed,M,Rural,Single,Personal Auto,Offer2,Branch,Four-Door Car,Large,40930,2011,2011-02-22
2914,HL,Washington,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large,33607,2011,2011-02-14
2915,WU,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Web,Luxury SUV,Medsize,21638,2011,2011-01-14
2916,AG,Nevada,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,32304,2011,2011-01-03
2917,JX,California,Yes,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,26859,2011,2011-02-01
2918,KC,California,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,75958,2011,2011-01-27
2919,ZV,Oregon,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,32968,2011,2011-02-28
2920,GU,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Divorced,Corporate Auto,Offer1,Call Center,SUV,Medsize,45597,2011,2011-02-12
2921,SO,California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Offer4,Call Center,Two-Door Car,Medsize,95845,2011,2011-01-07
2922,GL,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,32197,2011,2011-02-07
2923,SC,Nevada,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Offer2,Agent,SUV,Medsize,11374,2011,2011-02-28
2924,RT,Oregon,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Offer1,Branch,SUV,Small,29777,2011,2011-02-12
2925,OB,California,No,Basic,College,Employed,M,Rural,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize,73235,2011,2011-02-11
2926,MV,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,41462,2011,2011-01-13
2927,FM,California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,67585,2011,2011-01-15
2928,KG,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Offer2,Call Center,Two-Door Car,Medsize,57925,2011,2011-01-16
2929,IY,California,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,24560,2011,2011-02-11
2930,BV,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Large,33510,2011,2011-02-24
2931,XA,Nevada,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,77673,2011,2011-01-06
2932,XN,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize,90861,2011,2011-01-05
2933,WS,Nevada,No,Extended,Master,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,84995,2011,2011-01-25
2934,ZZ,Oregon,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small,49347,2011,2011-01-02
2935,XX,Arizona,No,Premium,Master,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,SUV,Medsize,85323,2011,2011-02-07
2936,JO,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Offer1,Agent,Four-Door Car,Large,64487,2011,2011-02-24
2937,TO,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,Two-Door Car,Medsize,55363,2011,2011-01-28
2938,UE,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,67791,2011,2011-01-09
2939,JN,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Small,69287,2011,2011-01-08
2940,AT,Arizona,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,55072,2011,2011-02-04
2941,LV,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Special Auto,Offer1,Agent,Four-Door Car,Medsize,34368,2011,2011-02-27
2942,QU,Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Offer4,Web,Four-Door Car,Medsize,40939,2011,2011-02-06
2943,IP,Arizona,Yes,Premium,Master,Disabled,F,Suburban,Divorced,Personal Auto,Offer1,Web,SUV,Medsize,94270,2011,2011-02-13
2944,KW,Nevada,No,Basic,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Offer4,Branch,Four-Door Car,Large,33804,2011,2011-01-03
2945,IA,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,Offer1,Agent,SUV,Medsize,42992,2011,2011-01-19
2946,CZ,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer1,Web,Four-Door Car,Small,19025,2011,2011-01-26
2947,EN,Oregon,Yes,Basic,Doctor,Disabled,F,Suburban,Divorced,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,54716,2011,2011-01-27
2948,UF,Washington,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,SUV,Medsize,27940,2011,2011-01-17
2949,QD,Oregon,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,36118,2011,2011-01-22
2950,XI,California,Yes,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,52305,2011,2011-01-11
2951,HZ,Washington,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Offer2,Agent,Two-Door Car,Medsize,25580,2011,2011-01-31
2952,JY,California,No,Basic,College,Disabled,F,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,97451,2011,2011-01-08
2953,US,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize,78266,2011,2011-01-22
2954,SX,Arizona,No,Basic,College,Employed,M,Rural,Single,Personal Auto,Offer3,Branch,Luxury Car,Medsize,25962,2011,2011-02-18
2955,XQ,California,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,12791,2011,2011-01-21
2956,EU,California,No,Premium,College,Employed,M,Rural,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,59853,2011,2011-02-20
2957,QR,California,Yes,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Web,Two-Door Car,Medsize,21417,2011,2011-01-30
2958,CI,California,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,27304,2011,2011-01-13
2959,WJ,Oregon,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,52097,2011,2011-01-04
2960,FT,California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer3,Branch,Four-Door Car,Small,65961,2011,2011-02-02
2961,DP,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,87594,2011,2011-02-03
2962,KP,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Offer1,Agent,Sports Car,Small,96020,2011,2011-02-27
2963,HQ,Nevada,No,Extended,College,Unemployed,F,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,15974,2011,2011-02-13
2964,VE,Oregon,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large,98553,2011,2011-02-28
2965,ME,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,44353,2011,2011-02-09
2966,AE,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer4,Agent,Two-Door Car,Medsize,62631,2011,2011-02-28
2967,GX,Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer1,Web,Two-Door Car,Small,29162,2011,2011-01-24
2968,LY,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Web,Sports Car,Small,69932,2011,2011-02-11
2969,YY,California,No,Basic,College,Employed,M,Rural,Divorced,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize,74036,2011,2011-02-20
2970,DP,Washington,No,Basic,Doctor,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,Two-Door Car,Medsize,92488,2011,2011-01-14
2971,FO,California,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer4,Call Center,Two-Door Car,Medsize,74055,2011,2011-01-16
2972,GT,California,No,Extended,College,Disabled,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,97121,2011,2011-02-18
2973,VF,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small,83291,2011,2011-01-13
2974,OU,Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,76593,2011,2011-01-21
2975,HO,California,No,Basic,Master,Unemployed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Two-Door Car,Small,40387,2011,2011-01-01
2976,GR,Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer2,Web,Four-Door Car,Small,37045,2011,2011-02-06
2977,KZ,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer4,Web,SUV,Small,84621,2011,2011-01-31
2978,FR,Arizona,No,Extended,Doctor,Employed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Large,82361,2011,2011-01-23
2979,UM,California,No,Basic,High School or Below,Employed,M,Urban,Married,Special Auto,Offer4,Agent,SUV,Medsize,14883,2011,2011-02-05
2980,UX,California,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,32931,2011,2011-01-16
2981,QA,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,68548,2011,2011-02-08
2982,QV,California,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Medsize,40364,2011,2011-01-19
2983,TY,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Medsize,87896,2011,2011-01-23
2984,CV,California,No,Premium,College,Employed,M,Rural,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,75841,2011,2011-01-25
2985,YO,California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,62357,2011,2011-01-15
2986,YN,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,19139,2011,2011-01-11
2987,PE,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Web,Four-Door Car,Medsize,63707,2011,2011-02-01
2988,NS,Nevada,No,Basic,College,Employed,M,Rural,Married,Corporate Auto,Offer2,Branch,Two-Door Car,Medsize,74173,2011,2011-02-21
2989,ZI,California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Web,Luxury SUV,Medsize,73222,2011,2011-02-01
2990,AC,Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Corporate Auto,Offer4,Call Center,Four-Door Car,Medsize,24378,2011,2011-01-19
2991,XR,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,SUV,Medsize,71687,2011,2011-01-07
2992,GJ,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Small,70481,2011,2011-01-03
2993,JI,Arizona,No,Extended,College,Disabled,M,Suburban,Single,Personal Auto,Offer2,Agent,SUV,Large,94264,2011,2011-02-28
2994,YI,California,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,95434,2011,2011-02-17
2995,RL,California,No,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,34830,2011,2011-01-31
2996,CA,Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Small,96568,2011,2011-01-16
2997,UO,Washington,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Offer2,Agent,SUV,Medsize,16539,2011,2011-01-26
2998,NP,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Call Center,SUV,Small,18074,2011,2011-02-24
2999,TW,Nevada,No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Small,45475,2011,2011-01-09
3000,CM,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer1,Call Center,SUV,Large,66204,2011,2011-01-23
3001,DX,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,80961,2011,2011-01-19
3002,JZ,California,No,Extended,High School or Below,Employed,M,Urban,Divorced,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,15681,2011,2011-01-10
3003,ZZ,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,31825,2011,2011-01-25
3004,TF,Arizona,No,Basic,College,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Small,77410,2011,2011-02-02
3005,HI,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Special Auto,Offer1,Branch,Four-Door Car,Medsize,16452,2011,2011-02-01
3006,CW,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,98845,2011,2011-02-24
3007,NI,Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Small,99807,2011,2011-01-21
3008,QL,Washington,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Luxury Car,Small,45827,2011,2011-02-13
3009,GU,Arizona,No,Basic,Bachelor,Retired,M,Suburban,Single,Corporate Auto,Offer1,Agent,Four-Door Car,Large,60969,2011,2011-01-02
3010,FS,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Special Auto,Offer3,Web,Two-Door Car,Medsize,67103,2011,2011-01-16
3011,FQ,Oregon,Yes,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Small,24929,2011,2011-01-13
3012,YA,California,No,Extended,College,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,12007,2011,2011-01-11
3013,EW,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,46828,2011,2011-01-03
3014,YP,Arizona,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer3,Web,Four-Door Car,Medsize,67379,2011,2011-02-04
3015,KH,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small,16079,2011,2011-02-12
3016,SJ,Arizona,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Offer3,Branch,Four-Door Car,Large,87277,2011,2011-01-08
3017,DW,Arizona,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer3,Branch,Two-Door Car,Large,14769,2011,2011-02-04
3018,CN,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize,13435,2011,2011-01-10
3019,KO,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,95143,2011,2011-02-21
3020,GT,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,66241,2011,2011-01-08
3021,PP,Nevada,Yes,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,SUV,Medsize,97061,2011,2011-02-26
3022,KP,Oregon,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize,97208,2011,2011-02-04
3023,SB,California,Yes,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,24397,2011,2011-02-20
3024,EM,Arizona,No,Basic,Doctor,Employed,F,Urban,Married,Corporate Auto,Offer4,Call Center,SUV,Medsize,32982,2011,2011-01-26
3025,LB,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,97434,2011,2011-01-21
3026,RR,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Offer1,Agent,Two-Door Car,Small,37715,2011,2011-02-17
3027,TC,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Web,SUV,Medsize,81636,2011,2011-01-07
3028,IC,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Agent,Luxury SUV,Medsize,55961,2011,2011-01-26
3029,HR,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,SUV,Large,48520,2011,2011-01-24
3030,VI,Oregon,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Large,42566,2011,2011-01-11
3031,NU,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,84299,2011,2011-01-22
3032,RT,California,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,63209,2011,2011-02-11
3033,AM,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Branch,Sports Car,Medsize,52614,2011,2011-01-04
3034,UO,Nevada,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car,Large,40192,2011,2011-02-05
3035,SD,Nevada,Yes,Basic,High School or Below,Retired,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,67101,2011,2011-02-25
3036,EW,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,35231,2011,2011-02-27
3037,CT,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer4,Agent,Four-Door Car,Medsize,18212,2011,2011-02-17
3038,YL,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer3,Call Center,Two-Door Car,Large,91587,2011,2011-02-06
3039,HS,Washington,No,Extended,College,Medical Leave,M,Rural,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,14476,2011,2011-02-23
3040,DA,Arizona,No,Extended,Master,Employed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize,28072,2011,2011-01-12
3041,JO,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,98946,2011,2011-02-10
3042,BA,Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Offer2,Agent,SUV,Small,26944,2011,2011-01-23
3043,AR,Nevada,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,SUV,Medsize,47849,2011,2011-02-03
3044,FO,Oregon,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Offer2,Branch,SUV,Medsize,82261,2011,2011-01-12
3045,QO,Arizona,Yes,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Offer3,Web,Two-Door Car,Small,56662,2011,2011-01-19
3046,UF,Arizona,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Offer2,Call Center,Two-Door Car,Large,74084,2011,2011-02-01
3047,OX,Arizona,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,75108,2011,2011-01-28
